Rid,Rname,URL,Street,City,State,Phone,Zipcode,Openhrs,Closehrs,WiFi,Pricerange
100214,Double Dave's Pizzaworks,http://www.doubledaves.com,9500 S I H 35,Austin,TX,(512) 301-3283,75246,11:00,23:00,N,3
100215,Ocean China Restaurant Inc,,8812 Frock Ct,Austin,TX,(512) 292-7181,74213,8:00,22:00,N,4
100216,Sonic Drive-In,http://www.sonicdrivein.com,"7112 Ed Bluestein Blvd, Ste 150",Austin,TX,(512) 926-4026,48165,8:00,22:00,N,5
100217,Green Pastures Restaurant,http://www.greenpasturesrestaurant.com,901 W Live Oak St,Austin,TX,(512) 441-0216,23455,6:00,22:00,N,5
100218,Pakam Enterprises,http://www.chevron.com,10505 N FM 620,Austin,TX,(512) 335-1655,38458,8:00,23:00,Y,5
100219,Bill Miller Barbecue,,1930 W William Cannon Dr,Austin,TX,(512) 444-1032,57493,9:00,22:00,N,2
100220,Maharaja Indian Rstrnt & Cafe,,"11608 Spicewood Pkwy, Unit 4",Austin,TX,(512) 249-9122,19911,9:00,23:00,Y,5
100221,Boston Market,http://www.bostonmarket.com,"4607 W Braker Ln, # 100",Austin,TX,(512) 346-5222,92161,11:00,23:00,N,4
100222,Mansun Restaurant,,"13492 N Highway 183, Ste 160",Austin,TX,(512) 918-8012,25592,11:00,22:00,N,2
100223,Lizzie's Lunchbox,,10401 Jollyville Rd,Austin,TX,(512) 217-8848,23360,8:00,20:00,Y,4
100224,Blake's Cafe,,1221 W 6th St,Austin,TX,(512) 215-0317,87076,6:00,21:00,Y,1
100225,CRU Wine Bar,http://www.cruawinebar.com,238 W 2nd St,Austin,TX,(512) 472-9463,36458,6:00,21:00,Y,5
100226,Kyoto Japanese Restaurant,,"315 Congress Ave, Ste 200",Austin,TX,(512) 482-9010,19965,8:00,22:00,N,5
100227,Texas Restaurant Group,http://www.panerabread.com,"3301 Northland Dr, Ste 105",Austin,TX,(512) 347-1400,22005,9:00,22:00,N,3
100228,Flacos Tacos Inc,,3632 S Congress Ave,Austin,TX,(512) 444-2767,69959,6:00,23:00,Y,1
100229,Austin Subs Inc,,13740 N Highway 183,Austin,TX,(512) 257-0988,61067,8:00,21:00,Y,4
100230,Yanagi LLC,http://www.yanagitx.com,"4404 W William Cannon Dr, Ste B",Austin,TX,(512) 891-0988,82717,6:00,21:00,Y,4
100231,Papa John's Pizza,http://www.papajohns.com,"9222 W Parmer Ln, Ste D",Austin,TX,(512) 249-7272,62322,6:00,23:00,N,4
100232,McDonalds,http://www.mcdonalds.com,15900 N I H 35,Austin,TX,(512) 670-2630,90385,6:00,21:00,Y,4
100233,Texadelphia,http://www.texadelphia.com,"3706 Guadalupe St, Ste B",Austin,TX,(512) 420-9901,48557,8:00,21:00,N,2
100234,Austin's Pizza,http://www.austinspizza.com,9911 Brodie Ln,Austin,TX,(512) 233-6666,49801,6:00,21:00,N,1
100235,McDonalds,http://www.mcdonalds.com,5355 N I H 35,Austin,TX,(512) 452-7473,87720,6:00,22:00,Y,5
100236,Pizza & Pastaria,http://www.craigosonioncreek.com,"11215 S I H 35, Ste 118",Austin,TX,(512) 282-7499,80916,6:00,21:00,N,3
100237,Chuck E Cheese's,http://www.chuckecheese.com,17001 FM1325,Austin,TX,(512) 218-7911,58934,9:00,22:00,N,2
100238,SUBWAY,http://www.subway.com,1923 E 7th St,Austin,TX,(512) 495-9539,48154,9:00,23:00,N,5
100239,Mangia Pizza,http://www.mangiapizza.com,3600 Presidential Blvd,Austin,TX,(512) 530-2920,23025,8:00,23:00,Y,4
100240,Masala Wok,,10515 N Mo Pac Expy,Austin,TX,(512) 296-2357,44109,8:00,22:00,Y,4
100241,Green Mesquite BBQ & More,http://www.greenmesquite.net,"7010 W Highway 71, Ste C1",Austin,TX,(512) 282-7100,44137,6:00,23:00,N,1
100242,IHOP Restaurant,http://www.ihop.com,1101 S Mo Pac Expy,Austin,TX,(512) 327-9284,13527,6:00,22:00,N,3
100243,Izzoz Tacos,http://www.izzoztacos.com,1503 S 1st St,Austin,TX,(512) 916-4996,68151,6:00,21:00,N,3
100244,Popeye's Chicken & Biscuits,http://www.popeyes.com,2320 E Riverside Dr,Austin,TX,(512) 383-9501,19397,6:00,22:00,Y,2
100245,Coffeehouse Genuine Joe,http://www.genuinejoe.com,2001 W Anderson Ln,Austin,TX,(512) 220-1576,64693,9:00,22:00,Y,1
100246,McDonalds,http://www.mcdonalds.com,303 E Oltorf St,Austin,TX,(512) 442-7717,44829,9:00,22:00,Y,2
100247,El Arbol Restaurant,,3411 Glenview Ave,Austin,TX,(512) 323-5177,48982,6:00,20:00,Y,5
100248,Progress Coffee,http://www.progresscoffee.com,2312 Western Trails Blvd,Austin,TX,(512) 462-0886,14614,11:00,23:00,Y,5
100249,Thunder Cloud Subs,,6105 E Highway 290,Austin,TX,(512) 451-5830,48846,9:00,20:00,N,1
100250,Enzo's Restaurant,,801 W 5th St,Austin,TX,(512) 250-3696,70501,8:00,22:00,Y,3
100251,SUBWAY,http://www.subway.com,2217 W Ben White Blvd,Austin,TX,(512) 444-8850,31562,11:00,20:00,N,1
100252,Streat,,3211 Red River St,Austin,TX,(512) 628-0288,88162,6:00,22:00,Y,4
100253,Gatti's Pizza,http://www.gattispizza.com,701 W 6th St,Austin,TX,(512) 459-2222,57798,8:00,22:00,N,3
100254,Onion,,305 S Congress Ave,Austin,TX,(512) 448-9909,64329,6:00,20:00,Y,1
100255,Wing Street,http://www.pizzahut.com,2021B E Riverside Dr,Austin,TX,(512) 447-9494,87320,11:00,23:00,N,3
100256,Peckerheads,http://www.myspace.com/,402 E 6th St,Austin,TX,(512) 495-9216,26063,9:00,22:00,Y,3
100257,Hoffbrau Steak,http://www.originalhoffbrausteaks.com,613 W 6th St,Austin,TX,(512) 472-0822,68871,8:00,23:00,N,2
100258,Serranos Coffee & Cantina,http://www.serranos.com,1111 Red River St,Austin,TX,(512) 302-1400,44853,6:00,21:00,N,5
100259,Hoa-Hoa Restaurant,http://www.hoahoadobie.com,"2025 Guadalupe St, Ste 254",Austin,TX,(512) 505-0155,76784,11:00,20:00,N,3
100260,Thunder Cloud Subs,,1010 S Lamar Blvd,Austin,TX,(512) 443-0888,80049,9:00,22:00,Y,4
100261,Cajun Pizza Place,http://www.cajunpizzaplace.com,"7318 McNeil Dr, Ste 111",Austin,TX,(512) 291-7993,16605,8:00,22:00,N,3
100262,Emilia's Restaurant,http://www.emiliasrestaurant.com,600 E 3rd St,Austin,TX,(512) 469-9722,55634,9:00,22:00,Y,4
100263,Pizzaland & Asian Cuisine,http://www.pizzalandaustin.com,"7329 Burnet Rd, # B",Austin,TX,(512) 451-8666,37160,6:00,23:00,N,3
100264,China Dynasty,,"2110 W Slaughter Ln, Ste 101",Austin,TX,(512) 280-3777,90473,9:00,20:00,N,4
100265,Hot Boiled,http://www.hotboiled.com,"2501 W Parmer Ln, Ste 550",Austin,TX,(512) 833-9057,15277,8:00,21:00,N,2
100266,Taqueria La Tapitia,,13450 N Highway 183,Austin,TX,(512) 219-5000,81664,6:00,20:00,Y,1
100267,Maudie's Original,,2608 W 7th St,Austin,TX,(512) 474-7271,78931,6:00,22:00,Y,4
100268,Lonestar Bean,http://www.coffeebeanaustin.com,"5701 W Slaughter Ln, # AI70",Austin,TX,(512) 394-9010,41271,11:00,23:00,Y,1
100269,Havana So Co Restaurant,http://www.habana.com,2728 S Congress Ave,Austin,TX,(512) 443-4253,88777,9:00,20:00,N,3
100270,Meltzer,,7522 N I H 35,Austin,TX,(512) 371-1007,47455,11:00,20:00,Y,2
100271,Little Woodrows Southpark Mdws,http://www.littlewoodrows.com,9500 S I H 35,Austin,TX,(512) 282-2351,60048,6:00,21:00,Y,4
100272,Simon's Cafe,http://www.simonscafe.com,7748 Highway 290 W,Austin,TX,(512) 288-8202,91243,6:00,20:00,N,5
100273,Roppolos Pizzeria,,414 E 6th St,Austin,TX,(512) 477-5877,78096,6:00,22:00,Y,5
100274,Veranda Restaurant & Bar,,"2525 W Anderson Ln, Ste 3-260",Austin,TX,(512) 300-2659,67420,6:00,21:00,N,4
100275,China Sea,,"3742 Far West Blvd, Ste 113",Austin,TX,(512) 338-6003,58753,6:00,21:00,N,5
100276,El Pollo Regio,http://www.elpolloregio.net,1725 Ohlen Rd,Austin,TX,(512) 323-0044,32201,11:00,21:00,Y,3
100277,El Chilito,,1025 Barton Springs Rd,Austin,TX,(512) 609-8923,35520,6:00,23:00,N,5
100278,Frank Restaurant,http://www.hotdogscoldbeer.com,407 Colorado St,Austin,TX,(512) 494-6894,15535,9:00,20:00,Y,2
100279,Pop's Texas BBQ,,13009 Withers Way,Austin,TX,(512) 784-8696,17373,11:00,20:00,Y,5
100280,Cook Store,http://www.chefs.edu/,"3110 Esperanza Xing, Ste 100",Austin,TX,(512) 339-3838,91383,6:00,20:00,Y,1
100281,SUBWAY,http://www.subway.com,"2323 San Antonio St, Ste A",Austin,TX,(512) 476-1803,28122,11:00,20:00,Y,1
100282,Lux Bakery & Cafe,http://www.luxbakeryandcafe.com,7737 Kiva Dr,Austin,TX,(512) 891-9850,20445,6:00,23:00,Y,1
100283,Pizza Hut,http://www.pizzahut.com,13717 BURNETT RD,Austin,TX,(512) 244-6080,68531,8:00,20:00,Y,1
100284,That's Amore,,2919 Jubilee Trl,Austin,TX,(713) 962-6528,91783,6:00,22:00,Y,3
100285,Taco Bell,http://www.tacobell.com,9504 N Lamar Blvd,Austin,TX,(512) 837-7420,23952,11:00,20:00,N,5
100286,Chuck E Cheese's,http://www.chuckecheese.com,8038 Burnet Rd,Austin,TX,(512) 451-0296,84654,9:00,23:00,N,5
100287,Haiky,http://www.haikyonline.com,2000 Guadalupe St,Austin,TX,(512) 480-0057,82230,6:00,20:00,N,1
100288,Richmond Sage,,12636 Research Blvd,Austin,TX,(512) 996-8900,53531,9:00,22:00,Y,5
100289,Chumikal's Cafe,http://www.chu-mikals.com,3223 E 7th St,Austin,TX,(512) 386-8803,35846,9:00,22:00,Y,3
100290,Carlnos Italian Grill Curbside,,12901 N I H 35,Austin,TX,(512) 989-6363,74406,8:00,23:00,N,1
100291,Zed's Restaurant,http://www.zeds.bz,501 Canyon Ridge Dr,Austin,TX,(512) 583-0060,58514,8:00,20:00,N,3
100292,Jimmy John's,http://www.jimmyjohns.com,816 Congress Ave,Austin,TX,(512) 476-3355,63529,11:00,23:00,N,5
100293,Froots Smoothies,http://www.froots.com,415 W 2nd St,Austin,TX,(512) 482-8570,70850,6:00,21:00,N,5
100294,McDonalds,http://www.mcdonalds.com,10732 Research Blvd,Austin,TX,(512) 346-5440,17603,9:00,20:00,N,2
100295,Gatti's Pizza,http://www.gattispizza.com,3711 Guadalupe St,Austin,TX,(512) 459-2222,31158,6:00,20:00,N,3
100296,Taco Shack,http://www.tacoshack.com,12439 Metric Blvd,Austin,TX,(512) 873-7977,67310,6:00,21:00,Y,3
100297,Maria's Mexican Restaurant,,13000 N I H 35,Austin,TX,(512) 832-1955,65549,6:00,23:00,N,1
100298,Bella Sera of Bee Cave Inc,,"11905 BEE CAVE RD, # 100",Austin,TX,(512) 263-0361,60084,11:00,20:00,Y,2
100299,SUBWAY,http://www.subway.com,"2110 W Slaughter Ln, Ste 109",Austin,TX,(512) 282-9030,48272,6:00,20:00,Y,2
100300,Mr Jim's Pizza,http://www.mrjimspizza.net,10401 Anderson Mill Rd,Austin,TX,(512) 249-5467,55116,6:00,23:00,N,5
100301,Lakeline Murphy Adams Rstrnt,,11301 Lakeline Blvd,Austin,TX,(512) 506-8051,61840,11:00,20:00,N,3
100302,Austins Park N Pizza,,16231 N I H35,Austin,TX,(512) 252-7695,32005,8:00,22:00,Y,1
100303,Sisters & Brothers Inc,http://www.freshdressings.com,"3708 Woodbury Dr, # 101",Austin,TX,(512) 326-3304,61890,6:00,23:00,N,5
100304,Mama Pearl Soul Food,,1141 1/2 Airport Blvd,Austin,TX,(512) 928-4604,37395,8:00,23:00,N,4
100305,Ancho's Restaurant,http://www.omnihotels.com,700 San Jacinto Blvd,Austin,TX,(512) 476-3700,25919,8:00,22:00,Y,5
100306,Restaurant Taqueria Chapala,http://www.restaurants-base.com,"4201 S Congress Ave, # 4",Austin,TX,(512) 326-9090,69279,8:00,22:00,N,3
100307,My Place Sports Bar & Grill,http://www.myplace-austin.com,"6507 Jester Blvd, Ste 105",Austin,TX,(512) 346-8228,30067,9:00,21:00,Y,2
100308,SUBWAY,http://www.subway.com,"9306 N Lamar Blvd, Ste E1",Austin,TX,(512) 836-2322,37382,9:00,21:00,N,4
100309,Taqueria Rico,,9405 N I H 35,Austin,TX,(512) 491-0822,43601,11:00,23:00,N,4
100310,Tandoori Hut Specialty,http://www.spicymonsoon.com,"13717 N Mo Pac Expy, Ste 300",Austin,TX,(512) 255-6060,16868,11:00,21:00,N,4
100311,Abel's On the Lake,http://www.abelsonthelake.com,"3825 Lake Austin Blvd, Ste 102",Austin,TX,(512) 904-0570,35212,11:00,20:00,Y,2
100312,Starbucks,http://www.starbucks.com,"1001 Congress Ave, Ste 180",Austin,TX,(512) 236-0061,36698,9:00,23:00,Y,3
100313,Sobani Restaurant,http://www.sobani620.com,1700 F M620,Austin,TX,(512) 266-3900,93700,9:00,20:00,N,5
100314,H-E-B Foods,http://www.heb.com,"500 W William Cannon Dr, Ste 600",Austin,TX,(512) 447-5544,51635,11:00,23:00,N,3
100315,Thunder Cloud Subs,,"2500 W Parmer Ln, Ste 160",Austin,TX,(512) 255-2013,86115,6:00,21:00,Y,4
100316,Lunchbox,,"1405 Bridgeway Dr, # B",Austin,TX,(512) 588-2752,33098,9:00,20:00,Y,4
100317,Great Wraps,http://www.greatwraps.com,6001 Airport Blvd,Austin,TX,(512) 371-3075,59056,6:00,22:00,N,1
100318,JJS BBQ,http://www.txurgentcare.com,"4005 W Parmer Ln, Ste E",Austin,TX,(512) 291-6994,16906,8:00,21:00,Y,5
100319,Sonic Drive-In,http://www.sonicdrivein.com,1901 Montopolis Dr,Austin,TX,(512) 385-1020,39088,6:00,23:00,Y,1
100320,UCHI Restaurant,http://www.uchiaustin.com,801 S Lamar Blvd,Austin,TX,(512) 916-4808,59246,11:00,22:00,N,2
100321,SUBWAY,http://www.subway.com,"1611 W 5th St, Ste 110",Austin,TX,(512) 473-8383,47981,8:00,20:00,N,2
100322,Mos Hurst Harbor,,16405 Clara Van St,Austin,TX,(512) 266-1371,94081,11:00,22:00,N,5
100323,Texas Star,,409 W 30th St,Austin,TX,(512) 477-2935,85186,6:00,22:00,Y,1
100324,Cedar Valley Hot Stuffed Pizza,,"12009 W Highway 290, # 9",Austin,TX,(512) 288-4243,57613,6:00,21:00,Y,5
100325,Eastside Pies LLC,http://www.eastsidepies.com,"1401 Rosewood Ave, # B",Austin,TX,(512) 524-0933,76332,9:00,20:00,N,1
100326,KFC,http://www.kfc.com,3328 W Slaughter Ln,Austin,TX,(512) 280-8333,54049,9:00,21:00,N,2
100327,Tex Mex Joe's,,7600 N Lamar Blvd,Austin,TX,(512) 371-3625,36158,9:00,21:00,Y,3
100328,TAM Deli & Cafe,,"8222 N Lamar Blvd, Ste D33",Austin,TX,(512) 834-6458,83489,6:00,22:00,N,2
100329,Hop Doddy,http://www.hopdoddy.com,1400 S Congress Ave,Austin,TX,(512) 243-7505,84687,8:00,21:00,N,3
100330,Craigo's Pizza & Pastaria,http://www.craigospizzaandpasta.com,"4970 W Highway 290, Ste 460",Austin,TX,(512) 891-7200,44179,8:00,21:00,N,4
100331,Capital City Cafe,,"6001 Airport Blvd, Ste 2220",Austin,TX,(512) 407-8454,93478,6:00,23:00,Y,2
100332,Las Lomas,,2601 S I H 35,Austin,TX,(512) 388-3800,42193,8:00,21:00,N,2
100333,H-E-B Foods,http://www.heb.com,"7112 Ed Bluestein Blvd, Ste 125",Austin,TX,(512) 926-1491,65903,9:00,21:00,Y,5
100334,Ya Ya Cafe,,3706 Guadalupe St,Austin,TX,(512) 297-2612,73578,6:00,23:00,N,3
100335,Tien Jin Chinese Restaurant,http://www.tienjinaustin.com,"4601 N Lamar Blvd, # 105",Austin,TX,(512) 892-6699,59517,9:00,22:00,Y,2
100336,VIVO,,2015 Manor Rd,Austin,TX,(512) 482-0300,76497,9:00,20:00,Y,5
100337,Valentine & Friends Inc,,311 E 6th St,Austin,TX,(512) 926-6246,36662,8:00,21:00,Y,2
100338,Carino's Italian,http://www.carinos.com,11620 Ranch Road 620 N,Austin,TX,(512) 506-8177,68928,8:00,20:00,Y,5
100339,Vasquez Taco,,9063 Research Blvd,Austin,TX,(512) 832-9956,83465,9:00,23:00,Y,2
100340,Jack In the Box,http://www.jackinthebox.com,9825 Burnet Rd,Austin,TX,(512) 832-9323,23943,8:00,22:00,N,1
100341,Skip Stanley Elec Svc Inc,,2415 E 5th St,Austin,TX,(512) 731-8506,30451,6:00,22:00,Y,4
100342,Green Muse Cafe,http://www.myspace.com/,519 W Oltorf St,Austin,TX,(512) 912-7789,26385,6:00,22:00,N,4
100343,Pizza Patron,http://www.pizzapatron.com,"7112 Ed Bluestein Blvd, Ste 175",Austin,TX,(512) 928-9700,41488,9:00,20:00,N,4
100344,Portabla,http://www.portabla.com,1200 W 6th St,Austin,TX,(512) 481-8646,44659,11:00,21:00,N,4
100345,Gatti's Pizza,http://www.gattispizza.com,10510 W Parmer Ln,Austin,TX,(512) 246-3939,31647,8:00,20:00,Y,3
100346,Deli Express,,8606 Wall St,Austin,TX,(512) 973-9330,69858,6:00,22:00,N,4
100347,Furr's Family Dining,http://www.furrs.net,4015 S Lamar Blvd,Austin,TX,(512) 443-3818,33850,11:00,22:00,N,2
100348,Super Suppers,http://www.supersuppers.com,"13343 N Highway 183, Ste 250",Austin,TX,(512) 257-2910,18871,11:00,21:00,Y,1
100349,McDonalds,http://www.mcdonalds.com,6503 S I H 35,Austin,TX,(512) 448-4484,29622,9:00,20:00,Y,4
100350,McDonalds,http://www.mcdonalds.com,3909 S Congress Ave,Austin,TX,(512) 448-9485,25109,8:00,20:00,Y,3
100351,Cozumel Inc,http://www.ditch.com,1616 W 5th St,Austin,TX,(512) 478-4024,81552,8:00,21:00,Y,4
100352,New World Deli,http://www.neworldeli.com,"4101 Guadalupe St, Ste 100",Austin,TX,(512) 451-7170,87278,6:00,21:00,Y,2
100353,Domino's Pizza,http://www.dominos.com,"7626 W Highway 71, # 100",Austin,TX,(512) 288-0584,68039,11:00,23:00,Y,3
100354,Chisholm Trail Icehouse & BBQ,http://www.bbq512.com,"8650 Spicewood Springs Rd, Ste 148",Austin,TX,(512) 258-3063,26497,11:00,23:00,N,5
100355,Thunder Cloud Subs,,"1807 W Slaughter Ln, Ste 500",Austin,TX,(512) 282-2255,27204,11:00,20:00,N,5
100356,McDonalds,http://www.mcdonalds.com,7950 Burnet Rd,Austin,TX,(512) 454-9394,65708,9:00,22:00,N,5
100357,South Shore Marina,,5931 Hiline Rd,Austin,TX,(512) 971-8544,53008,6:00,20:00,N,5
100358,Yager Food Store,,"1006 E Yager Ln, Ste 201B",Austin,TX,(512) 339-9150,81300,9:00,22:00,N,2
100359,Thunder Cloud Subs,,1608 Lavaca St,Austin,TX,(512) 478-3281,37815,11:00,23:00,N,5
100360,Sonic Drive-In,http://www.sonicdrivein.com,4513 Burleson Rd,Austin,TX,(512) 462-0393,48941,8:00,21:00,Y,4
100361,Flying Falafel & Poe-Boys,http://www.flyingfalafelaustin.com,"2001 Guadalupe St, Ste A1",Austin,TX,(512) 494-1400,82945,6:00,21:00,Y,5
100362,Quiznos,http://www.quiznos.com,"13764 N Highway 183, Ste B",Austin,TX,(512) 258-3011,32487,9:00,20:00,Y,3
100363,China Miss of the Hill Country,,5412 Apache Creek Cv,Austin,TX,(512) 891-1544,14843,8:00,20:00,Y,2
100364,Mandarin Chinese Restaurant,http://www.austinnewmandarin.com,212 E Oltorf St,Austin,TX,(512) 445-2225,85371,6:00,20:00,Y,5
100365,Church's Chicken,http://www.churchs.com,13729 N Highway 183,Austin,TX,(512) 257-3294,81360,9:00,22:00,N,1
100366,Austaco Limited,http://www.austaco.com,"500 N Capital of Texas Hwy, Bldg 2-100",Austin,TX,(512) 327-4654,33582,8:00,23:00,N,5
100367,Church's Chicken,http://www.churchs.com,1956 W William Cannon Dr,Austin,TX,(512) 442-0320,19477,6:00,20:00,N,5
100368,Jerusalem Grill,,11401 Pickard Ln,Austin,TX,(512) 614-0114,72815,6:00,20:00,Y,4
100369,Midtown Live Sports Cafe,,"7408 Cameron Rd, # 3",Austin,TX,(512) 451-5483,93873,9:00,20:00,N,4
100370,Ruby Thai Kitchen,,"2901 S Capital of Texas Hwy, Ste O4",Austin,TX,(512) 306-9964,30030,9:00,22:00,Y,3
100371,Seattle's Best Coffee,http://www.seattlesbest.com,3310 N Capital of Texas Hwy,Austin,TX,(512) 330-0307,89743,6:00,21:00,N,1
100372,Trudy's South Star,,4141 S Capital of Texas Hwy,Austin,TX,(512) 326-9899,66949,11:00,23:00,Y,4
100373,B B Rover's Cafe & Pub,http://www.bbrovers.com,"12636 Research Blvd, Ste B101",Austin,TX,(512) 335-9504,48220,11:00,22:00,N,5
100374,Tastee's Way,,6604 Bourg Cv,Austin,TX,(512) 804-5587,48558,9:00,23:00,N,1
100375,Qudoba Mexican Restaurant,,2402 Guadalupe St,Austin,TX,(512) 297-2940,60540,9:00,21:00,Y,2
100376,Murphy Adams Restaurant Group,,4615 N Lamar Blvd,Austin,TX,(512) 371-7059,40872,11:00,21:00,N,1
100377,Kafe Eclectic,http://www.kafeeclectic.com,"8303 N Mo Pac Expy, # 130",Austin,TX,(512) 338-4510,67621,6:00,23:00,N,3
100378,Cavalrer Pizza,,13908 W Highway 71,Austin,TX,(512) 263-7080,74692,11:00,22:00,N,2
100379,Tacos La Guera,,2510 S Congress Ave,Austin,TX,(512) 326-8226,15842,6:00,21:00,N,4
100380,Thomas Buffet II,,9710 N Lamar Blvd,Austin,TX,(512) 832-8883,36817,11:00,22:00,N,4
100381,Cozzoli's Pizzeria,http://www.cozzolispizzas.com,704 Congress Ave,Austin,TX,(512) 480-8510,57959,11:00,23:00,N,4
100382,Serrano Cafe,http://www.serranos.com,"10000 Research Blvd, # B",Austin,TX,(512) 250-9555,57354,8:00,23:00,N,2
100383,Double Dave's Pizzaworks,http://www.doubledaves.com,5604 Wagon Train Rd,Austin,TX,(512) 377-3283,87145,8:00,22:00,Y,5
100384,Your Mom's,,1701 E Cesar Chavez St,Austin,TX,(512) 474-6667,89922,8:00,20:00,N,1
100385,Oishi Japanese Fusion,http://www.oishiaustin.com,"2025 Guadalupe St, Ste 152",Austin,TX,(512) 236-0207,51075,11:00,21:00,Y,4
100386,Coffee A Deli,,"11800 N Lamar Blvd, # 1",Austin,TX,(512) 833-6000,91969,8:00,22:00,Y,2
100387,Little Caesars Pizza,http://www.littlecaesars.com,13770 N Highway 183,Austin,TX,(512) 258-6200,60212,11:00,20:00,N,3
100388,Taco Shack,http://www.tacoshack.com,4002 N Lamar Blvd,Austin,TX,(512) 467-8533,46977,6:00,21:00,N,3
100389,Bridgepoint Plaza Cafe,,6300 Bridge Point Pkwy,Austin,TX,(512) 502-0600,21308,8:00,20:00,N,3
100390,Hip Pocket Restaurant,,2021 Guadalupe St,Austin,TX,(512) 469-5641,90964,6:00,22:00,N,2
100391,Hot Mama's Cafe,http://www.hotmamasaustin.com,"2401 E 6th St, Apt 1004",Austin,TX,(512) 476-6262,33305,8:00,21:00,N,3
100392,Wendy's,http://www.wendys.com,2404 Ranch Road 620 S,Austin,TX,(512) 402-9326,56972,11:00,23:00,Y,1
100393,Gatti's Pizza,http://www.gattispizza.com,"6800 West Gate Blvd, # 100",Austin,TX,(512) 459-2222,55984,8:00,21:00,N,5
100394,Pluckers Corporate Office,http://www.pluckers.com,"811 Barton Springs Rd, Ste 520",Austin,TX,(512) 236-9110,50509,8:00,22:00,N,1
100395,McDonalds,http://www.mcdonalds.com,414 W Martin Luther King Jr Blvd,Austin,TX,(512) 494-0043,19112,11:00,20:00,N,3
100396,Carino's Italian,http://www.carinos.com,"12901 N I H 35, Ste 16",Austin,TX,(512) 506-8181,55401,11:00,20:00,Y,4
100397,El Agazajo Bar & Grill,,2408 US Highway 183 S,Austin,TX,(512) 389-2448,91232,9:00,23:00,Y,5
100398,Lakeside Pizza,,1407 Newfield Ln,Austin,TX,(512) 422-0578,49459,11:00,22:00,Y,4
100399,Mal Lien Bistro,http://www.mailienbistro.com,1779 Wells Branch Pkwy,Austin,TX,(512) 215-0250,33792,8:00,23:00,Y,3
100400,Technique Cafe At Le Cordon,http://www.chefs.edu/,3110 Esperanza Xing,Austin,TX,(512) 339-3841,75753,9:00,23:00,N,3
100401,Terry's Seafood Co,,1805 Airport Blvd,Austin,TX,(512) 477-3237,80823,9:00,23:00,Y,1
100402,Beluga Japanese Restaurant,,6519 N Lamar Blvd,Austin,TX,(512) 614-4974,44452,11:00,20:00,Y,5
100403,Freddy's Frozen Custard,http://www.freddysusa.com,2602 W PECAN ST,Austin,TX,(512) 251-9339,66168,9:00,23:00,N,2
100404,Pizza Patron,http://www.pizzapatron.com,533 W Oltorf St,Austin,TX,(512) 916-1569,45583,9:00,20:00,N,2
100405,Short ORDER LP,http://www.shortorder.com,12521 Amherst Dr,Austin,TX,(512) 610-3600,23277,11:00,22:00,Y,3
100406,McDonalds,http://www.mcdonalds.com,1024 E Anderson Ln,Austin,TX,(512) 837-9336,58941,11:00,21:00,N,5
100407,McDonalds,http://www.mcdonalds.com,1030 Norwood Park Blvd,Austin,TX,(512) 339-2078,33027,8:00,21:00,Y,3
100408,Kobe Japanese Steakhouse,http://www.kobeaustin.com,"13492 N Highway 183, Ste 380",Austin,TX,(512) 288-7333,16778,11:00,20:00,Y,3
100409,Thunder Cloud Subs,,"3200 Guadalupe St, # B",Austin,TX,(512) 452-5010,61741,8:00,22:00,Y,2
100410,Daily Grill,,"11506 Century Oaks Ter, Ste 100",Austin,TX,(512) 833-6371,13209,11:00,20:00,N,3
100411,Dine On Demand,http://www.dineondemandonline.com,"8500 Shoal Creek Blvd, Ste 4-101",Austin,TX,(512) 973-0999,34117,6:00,23:00,N,1
100412,Nunzia's At the Y,http://www.ybargrill.com,7720 W Highway 71,Austin,TX,(512) 394-0220,91513,6:00,22:00,Y,2
100413,Austin Land & Cattle Co,http://www.austinlandandcattlecompany.com,1205 N Lamar Blvd,Austin,TX,(512) 472-1815,39241,6:00,22:00,Y,5
100414,Tandoori Bistro,http://www.tandooribistroaustin.com,1605 E Oltorf St,Austin,TX,(512) 383-8202,61397,11:00,21:00,N,4
100415,Panda Express,http://www.pandaexpress.com,"2901 S Capital of Texas Hwy, Ste O6",Austin,TX,(512) 306-1678,30367,11:00,22:00,N,3
100416,McDonalds,http://www.mcdonalds.com,"9300 S I H 35, Ste B",Austin,TX,(512) 291-9397,89770,11:00,23:00,N,1
100417,Ss Scooter Cafe,,1821 DIRECTORS BLVD,Austin,TX,(512) 416-8900,59590,6:00,22:00,N,1
100418,Gatti's Pizza,http://www.gattispizza.com,1000 E 41st St,Austin,TX,(512) 407-9334,21768,11:00,20:00,Y,1
100419,Thistle Cafe,http://www.thistlecafe.com,"300 W 6th St, Ste 103",Austin,TX,(512) 275-9777,69849,6:00,20:00,N,4
100420,Spicy Parrott Diner & Tavern,http://www.spicyparrott.com,"2422 Ranch Road 620 S, Ste A100",Austin,TX,(512) 373-8515,41787,11:00,21:00,N,5
100421,Red Lobster,http://www.redlobster.com,3815 S Lamar Blvd,Austin,TX,(512) 440-1824,90717,9:00,22:00,Y,5
100422,Church's Chicken,http://www.churchs.com,8545 Research Blvd,Austin,TX,(512) 836-0345,89695,11:00,23:00,Y,1
100423,Pisces Foods,,1920 W Braker Ln,Austin,TX,(512) 381-1820,69548,6:00,23:00,N,3
