ReviewID,UserID,RestaurantID,Content,ReveiwDate,Upvote,downvote
2199,199,1199,"Oatmeal cookie: Pretty tasty and unique.  ...a pound cake bottom, with pumpkin fro-yo and vanilla, and toppings...  Those free sample czars still govern the sample cups.",10/27/2012,199,79
2200,200,1200,"Decent starbucks off of Archer Road. As a former student at UF, I have been to the plaza where this starbucks resides many times. One issue that this plaza has is the limited parking spots‚Ä?
I haven't been here in quite some time. I went to UF in the mid to late 90's. The mall seemed so much better back then. I guess I'm used to larger malls with better selections now. Don't get‚Ä?
Very clean and up-to-date property. Hall carpeting was being replaced. Nice hot breakfast offerings",6/21/2012,100,30
2201,201,1201,"...slaw was creamy and the garlic green beans were crunchy and yummy.  ...impossible to find), the cheese grits (thick, smooth and delicious...  I can't wait to go back and try the gumbo‚Ä?
I did not stay in one of the rooms here",9/14/2007,101,31
2202,202,1202,"Dr. Spiegel is both the owner and the vet here. He is both a gentleman and an outstanding doctor. He has fixed my dog up several times. Reasonably priced, great location, and outstanding‚Ä?
Loved the peanut butter/whey smoothies. What got me hooked to this place was the scratch off promos they would give out and more often than not",7/18/2008,102,32
2203,203,1203,"My wife and I stayed here while she was interviewing for residency at University of Florida.  For starters, the university paid for the room, so I have no idea what it cost, so all I can‚Ä?
Almond's Automotive is awesome. I had my car towed there with a dead battery and a hood latch that the Hyundai dealer had previously told me was broken. I wasn't able to open the hood at all‚Ä?
This is one of my favorite shops to find kids clothing for very good prices.  I always stock up on school clothing from here.  Most is kept in very good condition.  They have a pretty large‚Ä?
The best Cuban Sandwich by far.....I wish I didn't live so far away from it....I am way in the NW part of Gainesville.  Tried the one last week at Mi Apa..............wasn't impressed",9/10/2011,103,33
2204,204,1204,"I wish they were closer to my new place, because this clinic is very good. The reception staff are always moving very quick and friendly. The techs and assistants are also knowledgeable and‚Ä?
Even as a little straight girl I was readily accepted and loved. This place rocks because of the people that make it happen.  Untz Untz Untz Untz!!!
Great place to stop in for a quick bite.  They'll let you sample before you choose and are very generous with the portions.  They only offer 6 meats and 4 or 5 sides which seems like it helps‚Ä?
delicious!
K",2/22/2011,104,34
2205,205,1205,it seems pretty legit and it is not TOO spicy.  ...Chinese menu and a limited American Chinese menu with all the...  Finally an authentic Chinese food place in Florida.,3/8/2012,105,35
2206,206,1206,They have a really small shop out in Progress Park in Alachua (across from the new Santa Fe Perry Center) too. I've never been to the actual restaurant in Gainesville so I can't comment on‚Ä?,12/5/2012,106,36
2207,207,1207,Ok while I know Olive Garden is average Italian food.  We are big fans for the fact we can feed our family on a budget.  This bogo special they have going on is great. $12 buys you either‚Ä?,5/25/2008,107,37
2208,208,1208,We opted for the requisite mac and cheese and fried corn on the cob.  ...of pork and beef with sides of mac and cheese and sweet potato fries.  The smoked turkey is fantastic.,4/14/2007,108,38
2209,209,1209,"A dive bar with a good beer selection and that hosts all-ages shows with some damn good regional bands. I'm perhaps a little biased because a friend tends bar there, but the staff is‚Ä?
The pharmacy staff is wonderful",1/13/2008,109,39
2210,210,1210,I have been a Ross/Marshalls/TJ Maxx junkie since I was in my tweens (God how I hate using that word).  This TJ Maxx FAR outdoes any other discount merchandise store I've ever been to. It is‚Ä?,4/10/2009,110,40
2211,211,1211,Not too bad for fast-food drive thru Few noteworthy comments: I ordered shrimp & oysters and got shrimp & scallops. Shrimp was slightly overlooked (chewy) They didn't poke good holes in‚Ä?,12/18/2010,111,41
2212,212,1212,So have to say pleasantly surprised!!! I thought this place was going to be a dump and it wasn't!  Here's how I grade it: Location-5 stars --It's super close to the stadium and right across‚Ä?,2/26/2010,112,42
2213,213,1213,Even though teriyaki chicken is not very special- it definitely is the go-to place for some rice and chicken. Reasonable prices and good food.   I usually just get the dark meat chicken‚Ä?,3/3/2010,113,43
2214,214,1214,"I came here to get my nails done before my wedding, bringing along 4 family members and my maid of honor. We outnumbered the staff by a few people, but the owners were friendly and‚Ä?
Fisher's is amazing.  Started taking my car there years ago after buying it from a woman who also had it serviced at Fisher's.  I recommend them to everyone.  Honest",12/17/2008,114,44
2215,215,1215,"Wonderful place to get all your crystals, herbs and other specialty mystic items.   Otter is the sweetest lady and is there to answer all your questions.  Competitive prices on all the‚Ä?
By far the best self serve frozen yogurt in Gainesville.I fell in love with the decor",3/4/2008,115,45
2216,216,1216,Support local business.  This little shop is neat. It's much better than your chain bookstores. There's a little cafe with small table seating. They also have unique gift items. There is a‚Ä?,5/24/2012,116,46
2217,217,1217,"Right next door to our friend's hotel and we all needed something yummy after winning first place at Def Talent Jam XX, and so Steak 'n Shake it was.  The service was awesome! Which is unique‚Ä?
I was hesitant about going to a Chiropractor",11/14/2011,117,47
2218,218,1218,"Not into makeup.  Not into skin care.  I have no reason to ever set foot in a store like this.  But then I got waxed, and helloooooooooo ingrown hairs!  In my limited knowledge about this sort‚Ä?
rolls with cinnamon butter are great too.  their fried chicken salad is delish.  Our server Kristen is very friendly.
If you're hung over and want to pretend you don't exist",5/15/2012,118,48
2219,219,1219,"Service at the drive through was excellent.  I love their chicken, and the beans are very good.",8/24/2010,119,49
2220,220,1220,This is a terrific hotel right off I-75.  Great location for Gator fans but also for business travelers looking for a reasonably priced hotel with 4 star qualities.  I paid 94.50 AAA rate‚Ä?,5/1/2008,120,50
2221,221,1221,Never knew that loving a grocery store was possible until I met Publix.,7/23/2012,121,51
2222,222,1222,"A Tex-Mex fast food chain loaded with personality.   Moe's is just... cool. I'm not sure how else to put it. (: As soon as you walk in the door, you're greeted by a shout of ""Welcome to‚Ä?
Literally as good as it gets. I called Dreyer's during the huge hail storm in spring 2012. I had a basketball sized hole in my roof",4/14/2008,122,52
2223,223,1223,"Out of all of the Gainesville parks that I have visited in my life, this is by far my favorite.  I believe it is fairly new, and they have recently cleared some new trails within this park.  I‚Ä?
A great selection of lamps",1/29/2008,123,53
2224,224,1224,"Right downtown, near some semi-trendy spots, this hotel is truly great for folks looking for what counts as adventure in Gainesville. If you take a walk late at night, you may be solicited by‚Ä?
I'm glad I gave How Do You Roll a second chance. You might recognize this place or name since it was on the shark tank show. The innovative part about this place is that you are able to‚Ä?
When I moved down to Gainesville last year I looked for a hotel to stay until I find the right apartment for rent. Red Roof in Gainesville was very good and for sure exceed my expectations.‚Ä?
I love love love Jersey Mike's!!! I get their veggie/cheese sandwich and it's just so yummy. Definitely get your sandwich """"Mike's Way"""" with extra hot pepper spread and deli mustard. I wish‚Ä?",2/27/2009,124,54
2225,225,1225,I really do love WeeCycle!  I feel their prices are very reasonable!!! I found an adorable pair of baby Adidas shoes in like new condition for around $5. I don't think I've ever paid more than‚Ä?,5/21/2012,125,55
2226,226,1226,"This place is  just plain fun! The bartender's are super awesome, just looking to make sure you have a great time. They have some awesome drink specials and party deals so bring a big group‚Ä?
Highly recommended-- Gainesville has been lacking in the Mediterranean food department. I've been a few times and have never been disappointed!  The chicken pita with slaw was amazing!
ISH is Gone!!!  Smoothie Boost is now under new ownership",2/5/2013,126,56
2227,227,1227,"Well, from my prior posting concerning Elan Hair Studio, you can imagine my angst when I called to schedule an appointment with Ashley Patrice, my stylist, and was informed that she no longer‚Ä?
Get ready! Everyone is in better shape than you because they are 19!   There are a ton of great classes",3/14/2012,127,57
2228,228,1228,"Awesome park... great play structures for all ages, a basketball court, baseball field, pool and community center. It's always pretty packed, but worth the trip!!",11/25/2010,128,58
2229,229,1229,"I stayed the night at the Holiday Inn Express in Gainesville, FL on 1/23/2013.  It was my first time there.  My total cost was $129.87 including a room tax ($7.02) and a tourist development‚Ä?
This little hole-in-the-wall across the street from UF is one of Gainesville's best kept secrets -- one of those places you would never walk into (or even find) without the recommendation of a‚Ä?
We've had pizza twice from here",1/23/2012,129,59
2230,230,1230,"Personally I really like Boston Market.  Their chicken is always tender, and their sides are always tasty.   I'd rather go here and spend $6 for a combo meal instead of $6 at McDonalds. Much‚Ä?
A nice place to spend a girls night out or to hang with a group of friends. When I went",10/21/2011,130,60
2231,231,1231,"I'm not gonna lie, the building itself and the location for IHOP kind of creep me out, but that's probably just because of the reputation that comes with it and not so much the fault of IHOP‚Ä?
Heavenly vs. Honeybaked  No competition. We've had holiday hams from both",12/1/2009,131,61
2232,232,1232,Pretty good Mexican food at a reasonable price.  They tend to get backed up at busy times due to a small Staff and you have to ask for salsa but it's the only place in town for a fish taco.,9/9/2008,132,62
2233,233,1233,I've been to Hector's F & G twice now to have about 10 LE prints framed.  I know art but not frames and Hector spent at least a half hour discussing framing options with me for each work -‚Ä?,6/5/2008,133,63
2234,234,1234,I have used Quality Plumbing for my house on two separate occasions and they have exceeded my expectations both times. The techs were both extremely nice and fixed the problem quickly. Their‚Ä?,7/7/2009,134,64
2235,235,1235,Came here in a hurry and in desperate need for some cheap tires.  I called ahead to see if they had what I needed in stock and to get a price quote.  The person answering the phone was very‚Ä?,6/16/2011,135,65
2236,236,1236,"I highly recommend taking your car here for any repairs you need done to your vehicle! I just had my a/c repaired on my car, which is never a cheap or enjoyable expense! Artie worked with me‚Ä?
I've used Gatorland Taxi a couple times now",11/27/2011,136,66
2237,237,1237,"Very satisfied with the service from TSC, I contacted them about moving a sofa from NC to Southern California and not only did they match the competitor's quote, they were easy to make‚Ä?
line work",7/25/2012,137,67
2238,238,1238,This is the first time I have had to call a plumber to fix something in my house.  I had seen reviews of Sunshine Plumbing online and I decided to give them a call.  So glad I called them.‚Ä?,8/22/2011,138,68
2239,239,1239,the ONLY professional and understanding place for GLASS!  My car was recently vandalized and my terrible insurance company was fighting to not have to pay it ( geico). I obviously canot walk 5‚Ä?,12/13/2010,139,69
2240,240,1240,Zen is a phenomenal fitness center with new equipment and caring staff.  The service doesn't stop at the front door the staff work out meals with you and hit the super market with you to give‚Ä?,2/23/2008,140,70
2241,241,1241,"The staff here is consistently friendly and helpful. They also have a low cost pet immunization clinic every other week which is a bargain! It is a chain, but much different than the other pet‚Ä?
As a person who worked here.... the tea tastes the same. I can only say the food is great",8/14/2008,141,71
2242,242,1242,Hidden in Haile Village is Gainesville's best kept secret in pizza.  Fantastic pizza and the best balsalmic salad dressing you will ever eat.  Only open on Thurs and Friday nights.  It is our‚Ä?,4/4/2010,142,72
2243,243,1243,This place is very spacious and it's kept up to date with decorations and furniture. There's a variety of food places and there's a lot of places to sit down and talk. I like it there's a lot‚Ä?,10/19/2007,143,73
2244,244,1244,I frequent this place quite a bit for lunch at two rolls for $8 or three rolls for $10 it's a pretty good choice. The selection offers tuna and salmon rolls and vegetarian rolls as well as‚Ä?,9/1/2009,144,74
2245,245,1245,"This place is great! I wish I had wandered in here sooner, although I'm sure my wallet is happy I didn't.   Adorable shoes, cute vintage clothing, good assortment of jewelry and great‚Ä?
Going to Sonny's -- particularly *this* Sonny's -- is one of the things I look forward to when I am in Gainesville.  Apparently",4/1/2009,145,75
2246,246,1246,"Salads are always fresh and tasty. I'm a fan of the summer salad- which includes strawberries, apple, tangerine, field greens, candied pecans and poppyseed dressing. I would pass on the‚Ä?
Unlike the previous reviewer",10/13/2007,146,76
2247,247,1247,"Took my yorkie here for the first time today since the reviews looked great on yelp, and I couldn't be happier!! Very friendly, professional staff, quick service and good price. Will‚Ä?
I absolutely love this place! All of the employees are super friendly & helpful. They're available to answer any questions you may have",5/27/2007,147,77
2248,248,1248,"I wandered into this video store after a vegan shake at Karma Cream, and thought I might have been on a sugar high.  A video rental store that specializes in alternative films in Gainesville?‚Ä?
Ameraucana Wood Fire is pretty high up on my list of favorite pizza places around the country and definitely the best in Gainesville. The thin sourdough crust has a distinct chewiness that‚Ä?
Omar and Brian have been friends for a long time. About 19 years now. We have done business where i was buying from them",7/3/2009,148,78
2249,249,1249,"As a recent transplant form SF, I was dying for any kind of independent clothing store in gainesville.  While there are stores like American Apparel here, most of the shopping is limited to‚Ä?
This is a beautiful location in Gainesville that has some great history.  It is free to enter and they always have some great local fine art exhibits",8/8/2009,149,79
2250,250,1250,"OGS has an amazing selection of apparel and items. They're my go-to organization for myself, friends, or littles in any circumstance. I've ordered custom hoodies, jackets, shirts, and multiple‚Ä?
This place is great... I just moved here and found it as  I drove around town.... it has a nice selection and the atmosphere has a nice really small town co-op feel to it.  I will definitely‚Ä?
Whenever I'm sick and locked up in my apartment or really craving cheep Chinese food",6/17/2011,150,30
2251,251,1251,"Wow, my first 3-star review!   First, before visiting Gainesville, know that it smells like an outhouse in random areas (such as a gas station parking lot and the front entrance to this‚Ä?
This publix is huge!!! As always",2/13/2008,151,31
2252,252,1252,"just keep your standards low, don't take a date here, and you'll be just fine.  the best option for fast takeout is the take-out buffet:  I can get 3 meals out of 1 to-go carton, and it's a‚Ä?
Yea",12/17/2007,152,32
2253,253,1253,"I love Italian food and when I am in the mood, Macaroni Grill is a good place to fulfill the craving! It is not the best italian food I have ever had, but it also not the worst and its pretty‚Ä?
We came here for brunch and it was good. The food was good",6/10/2011,153,33
2254,254,1254,"Best smoothie ever, wish they had a drive up. Not the sugary kind, very thick and tasty.  Also have yogurt ice cream and lots of toppings. They put it on for you. Not many choices of flavors‚Ä?
On a recent Florida road-trip",10/31/2011,154,34
2255,255,1255,"Geez with 6 six check-ins and Dukedom, it's about time I write a review for this place. Since I've been living in Gainesville (i.e. away from good Chinese food), I've developed a bit of a‚Ä?
Been a member since March of 2011 and have really enjoyed the experience. The small gym atmosphere is really nice to someone new to exercise and weight training. Sometimes large centers can be‚Ä?
Good BBQ close to campus. This is right next to campus which is certainly a benefit for a student. I had not been",12/13/2007,155,35
2256,256,1256,"First, you have to know that the management has changed.  The guy in the front is awesome. He greets you, changes your coals and is just an all around great guy. But most importantly he packs‚Ä?
For a big box bulk store",1/24/2008,156,36
2257,257,1257,A man's toy store.   Staff is always friendly and helpful in finding what you need to do for what you need.,6/4/2011,157,37
2258,258,1258,"On our long trip back to Miami from Austin, we were really just disgusted by the limited choices in food. I was happy to find this Moe's located not too far off of I75. It is a fairly new‚Ä?
This is a great place",7/20/2012,158,38
2259,259,1259,"Friends are always telling me I can get my printing done cheaper online, but at Renaissance I get excellent service and knowledgeable staff.  In addition, I'm keeping my money in my community,‚Ä?
Gainesville is so lucky to have such a wonderful shaded enviroment to visit",6/8/2007,159,39
2260,260,1260,"Small but mighty, Arrow's Aim mixes used and new vinyl and CDs in a space roughly the same size as an affordable Paris apartment (read: small and cramped) but what they lack in space is made‚Ä?
Delicious!! Ordered the sesame chicken. Surprisingly was more chicken than veggies!!! Loved it! I'll be back every time I have to come to Gainesville.
This was just your typical Courtyard. The room was clean. I wish they offered free breakfast in the mornings at Courtyards.
I usually dont hit up chain restaurants on a regular basis. I try to support local digs",5/25/2010,160,40
2261,261,1261,Nice to go place! The taste is good too!,5/15/2009,161,41
2262,262,1262,"The gumbo was too hot for me but I had a rosemary bread, grilled cheese (cheddar was one of four cheese choices) sandwich and it was amazing.  It had a tomato on it.    Service was great and I‚Ä?
One of the best places to get a good sub sandwich here in Gainesville. (Best being Hogans - but that's a whole other review). The place is tributed to the fire department which is pretty‚Ä?
If you are not fortunate enough to have dined at one of the 300+ McAlister's locations",10/25/2012,162,42
2263,263,1263,"I have spent a lot of time here lately. Here are the pros and cons I have witnessed over the past week :  ^^^^^ Pros: *They have FX, which is somewhat rare in a hotel (but very nice,‚Ä?
When they first changed ownership (from Escape to Haile Village Spa)",10/28/2010,163,43
2264,264,1264,"Love this laundromat - clean, cool in the summer, and there are two entrances, one on the Main St. Side and one that goes to the rear parking lot.  Wash and fold is 80-cents per pound and the‚Ä?
Like Stacey E.",1/14/2008,164,44
2265,265,1265,"I've always received great results in the classes that I've taken with the help of TutoringZone. They thoroughly explain the topics and go in depth, without the unnecessary comments that‚Ä?
I love Jorge. Heart of lion. Jk. But really...  Great guy",1/21/2011,165,45
2266,266,1266,"The only fail here is that they are closed on Sundays.  Seriously. If you have to eat at the mall, most of the options are pretty greasy and awful... but the Chick-Fil-A sandwich is simply‚Ä?
Great prices on everything. $2 tickets",2/20/2010,166,46
2267,267,1267,"We stayed at this Homewood Suites for five nights -- our first stay in a Homewood. Frankly, we were skeptical about the quality of the accommodations and chose it mainly because they were very‚Ä?
They have a beautiful & wide variety of yarn and string. The women that work there are passionate about helping you create and learn. The prices are good",6/4/2007,167,47
2268,268,1268,This is THE BEST Taco Bell I have ever been to in my life. The only mistake they've ever made on one of my orders (out of countless times I have eaten there) and management was quick to fix‚Ä?,3/2/2011,168,48
2269,269,1269,"It's hard to avoid going overboard about this place. Tom and Pat couldn't be more cordial and attentive to all the details that make staying here a memorable experience,  especially when‚Ä?
If only my new dental plan allowed me to go back to Day Dental! ;(  After getting taken for a ride and overcharged by another provider w/o even being treated (I'm looking at you Coast Dental‚Ä?
I stepped on my laptop cord when it was plugged in and jacked up the plug on the motherboard inside the computer.   I knew what I did and I knew it just needed to be replaced.  I purchased the‚Ä?
Really neat store !  Lots of wonderful things to look at.
My cat was diagnosed with diabetes almost 5 years ago by Dr. Sujdak. When he first told me that I would have to give my cat insulin shots twice a day for the rest of his life",9/22/2008,169,49
2270,270,1270,My partner and I have a 7 month old min-pin that is basically our baby.  We are over-protective and doting and the concept of leaving him with other dogs in a strange place without our‚Ä?,10/11/2011,170,50
2271,271,1271,"This is the best place to train if you're ready to change! These guys are super knowledgeable, experienced, and get results!!!",6/7/2009,171,51
2272,272,1272,"Aspen for life! Kind Auto is super reliable, honest and will not steer you wrong. My company uses him for client referrals and I trust him with my own car. He is honest about if something‚Ä?
My son is a student at UF taking classes",6/29/2008,172,52
2273,273,1273,**WARNING**  If you don't like bargin buying or enjoy a good thirfty sale then don't bother with this review....  Okay so I LIKE CHEAP bargins! I mean REALLY REALLY CHEAP bargins!! One day I‚Ä?,3/2/2008,173,53
2274,274,1274,Harmon's is the only frame game in town as far as I'm concerned.  With enormous potential for customization and a staff that is both knowledgeable about their products and good at customer‚Ä?,6/20/2011,174,54
2275,275,1275,For over 20 years I have been going to Oaks Vet Hospital. The doctors and staff are always so friendly and they treat my doggies like they are their own. On top of their extreme‚Ä?,3/8/2012,175,55
2276,276,1276,"It's small, but 24/7 hours, no overcrowding, and none of the obscenely high rates found at other local gyms like Gainesville Health & Fitness.",10/3/2008,176,56
2277,277,1277,"After many sad visits to other mechanics, I took my Volvo to Richards and was very happy with my repairs and the pricing. I agree with the other reviewer that they clearly explain what's going‚Ä?
I've used Cardinal Signs since 2010 for outdoor signs",5/4/2011,177,57
2278,278,1278,"Like the previous reviewer, I came in with major dental issues (in my 10 year old daughter's mouth). Dr. Parry was fantastic & Denise, the hygienist was sweet & thorough. I also had a‚Ä?
Great staff",7/31/2008,178,58
2279,279,1279,Been back several times since my initial visit... Never disappointed! Garrett has magic hands and he knows his muscle groups... Without saying a word he finds the achy spots on my back and‚Ä?,9/26/2007,179,59
2280,280,1280,I love the BrewSpot. The owners are wonderful and have let me host my comedy show with them for a year now. I can not tell you enough how thankful my cast and I are for their kindness. A‚Ä?,7/27/2008,180,60
2281,281,1281,"The staff is incredibly helpful and you can't beat the price. The service wasn't always the most prompt, but the staff was always incredibly friendly and courteous. This was my go-to place for‚Ä?
The only thing I would go here for is the furniture. They have a great selection of couches",3/23/2008,181,61
2282,282,1282,"I've always been impressed with Brasington's for their selection and their long career in the outdoors business in Gainesville. At one time, they carried a good archery selection and also an‚Ä?
About the DAYCARE and BOARDING: My dog Trooper LOVES Dog Wood. We have tried other places since moving to Gainesville",10/31/2009,182,62
2283,283,1283,We have been in this hotel for a week now and truly are satisfied.  They offer a modest breakfast daily.  The best part by far...the beds!  Like sleeping on a cloud.  Hospital rates available‚Ä?,4/23/2008,183,63
2284,284,1284,The parking is limited but there is overflow parking in the dirt lot...,10/21/2011,184,64
2285,285,1285,Rock solid breakfast.  One of the better entire plates of breakfast I've had in Gainesville.  Many places here either have rock star omelets but not good sides or amazing side and ok eggs.‚Ä?,7/21/2007,185,65
2286,286,1286,"I wrote a review about a poor experience I had at this store about a month ago. Recently, I was contacted by the store manager with an honest apology and a promise that the staff had been‚Ä?
I had time to kill and my car needs a wash so here I am. I've been missing a full service car wash ever since the one on Archer closed",6/6/2007,186,66
2287,287,1287,I absolutely love this place and am a regular.  There are two things that I MUST do no matter how broke I am and that's get a pedicure (I recommend Happy Nails) and get my eyebrows done.  My‚Ä?,3/17/2010,187,67
2288,288,1288,The Director of Food and Beverage Wagih William is fantastic and always accommodates me and my peers at this restaurant.,11/9/2008,188,68
2289,289,1289,I .... Love..... Office supplies!  It's kind of a problem... The smell of fresh paper gives me tingles and when I see a whole aisle of multi colored pens and sharpies I have to fight the urge‚Ä?,1/23/2012,189,69
2290,290,1290,"Cecile's is a rockin' consignment/thrift store near Ward's. Sometimes I feel like I just have to go in when I drive by, seeing the colored glass in their window with the sun hitting the‚Ä?
It's like a Chipotle for Mediterranean food!  The pita was packed",11/12/2007,190,70
2291,291,1291,"Elite Badge now! What am I gonna do to celebrate!? ""I'm going to Popeye's!""  It didnt really go down like that. But Popeye's was happening. This is the only Popeyes Ive ever been to. This is‚Ä?
Sears gets 3 stars  Giving 4 for review because of their pick-up department.   It's the easiest store to pick up online orders. Just walk in",6/15/2007,191,71
2292,292,1292,"I'm updating my review of Freeride for a couple reasons. For one, I noticed in my old review I claim they carry Nike's 6.0 line of sneakers but not Nike SB: that has now changed, and they do‚Ä?
Man",5/5/2008,192,72
2293,293,1293,Considering we were 3 walk ins for acrylics coming into an under staffed facility I was worried.   They definitely proved me wrong! The man who did my nails did a perfect job with nails that‚Ä?,12/27/2010,193,73
2294,294,1294,The only reason why I checked out this place was because the B&N in Gainesville didn't quite cut it for me.  I went to the B&N on Archer and was really disappointed. I'll save my gripe for a‚Ä?,9/10/2008,194,74
2295,295,1295,I only ever go to Grog on Wednesdays and Fridays- Ladies' Night and Beat the Clock. And my friends and I always get here before 9 so we can get a table. I'm usually out of here by midnight at‚Ä?,4/10/2008,195,75
2296,296,1296,"Always have been a fan of their food, BUT......They really need to update the look of this place. You have to put in money to make money. They always seem like they are hurtin'.... But you've‚Ä?
they extended their morning child watch hours to 9 am to 1 pm Mon through Sat. the child watch staff are honestly great. one time one of my kids had an accident and wet their pants. the staff‚Ä?
Of course the first time I go here",4/11/2009,196,76
2297,297,1297,Great food every time! The food came out fast and hot. I'll eat there again. I had the grilled cheese and pulled pork.  The portion was large and could have been split with another person but‚Ä?,9/27/2011,197,77
2298,298,1298,"We used them for our son's after rehearsal dinner, and WOW!! The food was fantastic, but the catering staff and Chris Shindle were a JOY to work with. They make everything so easy! My phone‚Ä?
Why I love this pharmacy:  1. They're open 24/7  2. They always give my dog a treat when I go through the drive-thru.  Convenient",1/2/2012,198,78
2299,299,1299,"I like supporting places like this. I think they have a decent selection of most everything (as a vegetarian, I cannot speak for the meat).  The produce selection is slim, but it's all organic‚Ä?
I came here to get a facial and honestly I was impressed. The staff are super helpful and pleasant",7/30/2010,199,79
2300,300,1300,"Sunday breakfest:  We've been here about 3 times total.They have always been during peak hours. I feel that the over all service is great, and pretty fast. By no means is the food to ""die""‚Ä?
My best friend introduced me to flashbacks a few years ago and I never go a few months without stopping by. They carry a lot of vintage items for decent prices and I always walk out with‚Ä?
Update: I've been to a few of the regular classes & I love the various instructors. Each class I've been to has had a different instructor",2/9/2013,100,30
2301,301,1301,Can seafood get any better? Not in Gainesville! I just love the food here. Give it a try. You will like it.,10/8/2010,101,31
2302,302,1302,"I don't know who wrote the previous reviews, but clearly they are mistaking this McDonald's with a different place. It's McDonald's!!! So there is so much to love about it! An amazing store,‚Ä?
Cool little hookah spot. Great atmosphere to relax. Its nice that its not so crowded as the other places on university ave. The owners are nice. The only way this place could improve if it had‚Ä?
I had a problem with a replacement back on my iPhone. I bought an aftermarket part but it wouldn't fit in my Lifeproof case.  They took care of it quickly and at no charge. No hassles‚Ä?
I can't vouch for Sidhu's as a jewelry store",7/26/2010,102,32
2303,303,1303,"We just refinanced our mortgage with Campus USA and they were AMAZINGLY HELPFUL.  I had no idea what the process was, and they patiently answered all of my questions.  We got a great rate.  I‚Ä?
This place is brand new from the folks at The Top and brings the bodega concept to downtown G'ville. Food",10/6/2009,103,33
2304,304,1304,"Good variety of beads and accessories, range of price ranges.  Nice, open, clean store.  Convenient parking (it is part of Thornebrook Village).  Also, they apparently have classes including‚Ä?
Great dog park! Good tree coverage for those hot days. Also has water",8/11/2009,104,34
2305,305,1305,"It's your standard ABC.  A rather large one at that, with a lovely humidor.  But who cares about all that!  This is the only place in town that I've found that sells meade.  And meade is‚Ä?
Great little sports bar.  The decor is fun and helps to get you into the football mood.  The club sandwich was great",12/19/2007,105,35
2306,306,1306,"Love this library!!!  It's great for kids.. they have this great kids area with little computers, books, stuffed animals, toys, and a little park outside!  Coming to the library is such a fun‚Ä?
Definitely taking the competition away from Satchels for that part of town. As a vegetarian I find my options are quite appealing. Any time i am on that side of town i try to stop by. :D
I LOVE soft pretzels. Gift of the gods. In the mall where I grew up",3/4/2008,106,36
2307,307,1307,"I grew up playing here: summer camps were fantastic & intensive, instructors were always quality pros/athletes and had great advice! Thanks for all the great court time & memories!",2/27/2008,107,37
2308,308,1308,My favorite sub place in Gainesville. I have only gotten one thing here but never have wanted to change. Their Reuben is to die for. I have been there enough times to get free subs multiple‚Ä?,4/8/2009,108,38
2309,309,1309,Not a bad gym just has pretty limited hours and equipment compared to other gyms in town. The $10 a month ads are misleading. The limited membership is $10 a month plus a annual fee. If you're‚Ä?,11/28/2011,109,39
2310,310,1310,Hey I was in Gainsville Floduh... free wifi.. they could do my coffee order even though it was off menu .. I could understand what they were saying.. Their Google fiber is sick fast.. On the‚Ä?,9/22/2012,110,40
2311,311,1311,"This bar, in only its second year of participation, has become my second favorite FEST venue. Only 1982 is better, and it is drastically different so the comparison ends with the FEST.   One‚Ä?
This is what my roommate and I call our """"Trust Catch"""" place. If we can't find or think up some other place to try.. we just fall back to Friday's.  I usually get the Pick 2 for 10 but the menu‚Ä?",1/19/2009,111,41
2312,312,1312,"Ahhh, home base.  I learned to climb here and still love this place.  They have the best bouldering cave and incline! Ken is a nice guy and the staff are pretty nice and helpful.  Lots of the‚Ä?
This was my first time at Red Lobster and it was a pretty good experience. The biscuits are ridiculously yummy ( have a great garlic and cheese flavor) and come to the table piping hot. We‚Ä?
I've had a great experience with A Personal Elf. The cleaner that comes is always very nice and respectful. They know what to do and they are very efficient with their time. I would recommend‚Ä?
I own a cleaning service and was out of pumice stones.  I didn't catch his name",1/26/2013,112,42
2313,313,1313,"Bad ass, Sundays $15 all you can drink rolling rock and fat tire.  They show movies at this time also. Great staff.",12/16/2011,113,43
2314,314,1314,"Very fresh mostly made-to-order Chinese food.  A few entrees, like the bourbon chicken, and the pork fried-rice, are ready for the lunch rush, but otherwise the dishes are cooked to order.‚Ä?
Great service",3/16/2012,114,44
2315,315,1315,"They work hard to do a good job here! We have been coming here since they opened over 4 years ago and they know my mom, my sisters and our puppies by name! We can call at 5:30 for a 6 PM‚Ä?
Good sandwiches made fresh and of generous size--just like their downtown location. Unlike downtown",11/26/2009,115,45
2316,316,1316,"I purchased a lock, a bike and lights recently and have to say  - I would buy again from them!  Several different people working in the store stopped and asked if I needed some help and they‚Ä?
My wife and I work full time and with 4 kids",7/27/2010,116,46
2317,317,1317,"It does look like this Goodwill is frequently visited (and as a result has a slim selection of favorite items), but if you visit often, you can get some great deals.  I got a vintage exercise‚Ä?
This place is so much fun!! They help local charities and support the community!!! This place is great to do art with your friends and family. They have a small kiosk in the oaks mall!! So‚Ä?
Wayne Castello is an excellent attorney.  Mr. Castello represented my wife and me in the purchase of our first home.  A process that might otherwise have totally overwhelmed us went  smoothly‚Ä?
We have done business with Leonards for the past 15 years since we've been in Gainesville.   I feel we are lucky to have Leonards in town.   Gene sold us our latest furniture. He's been around‚Ä?
Tom Word and Jenny Madson are awesome to work with !  They make dealing with mortgages straight forward.  Very good and honest bank. Love the Citizens !
When I had to get back surgery last year",3/24/2012,117,47
