RID,RName,URL,Street,State,City,Phone,Zipcode,OpenHrs,CloseHrs,WiFi,Pricerange
1006,Jemay's Cafe,,1756 W 45th St,,6,(904) 768-7200,33613,8:00,16:00,N,
1007,Smoothie King,http://www.smoothieking.com,13770 Beach Blvd Ste 1,,7,(904) 821-1771,33614,8:00,17:00,N,
1008,Fish & Chichen,,10400 Atlantic Blvd,,8,(904) 900-1563,33615,8:00,18:00,N,
1009,Piccadilly Cafeteria,http://www.piccadilly.com,3216 University Blvd S,,9,(904) 721-2872,33616,8:00,19:00,N,
1010,Atrium Cafe & Grill,,1 Independent Dr Ste 110,,10,(904) 634-1811,33617,8:00,20:00,N,
1011,Lastapataias Mexican Rstrnt,,9974 Old Baymeadows Rd # 3,,11,(904) 997-8755,33618,8:00,21:00,N,
1012,Taco Bell,http://www.tacobell.com,1319 Dunn Ave,,12,(904) 757-8919,33619,8:00,22:00,N,
1013,Papa John's Pizza,http://www.papajohns.com,9542 Argyle Forest Blvd Ste 11,,13,(904) 573-2696,33620,8:00,23:00,N,
1014,Golden Crab House,,2808 Edgewood Ave N # C,,14,(904) 359-9997,33621,8:00,0:00,N,
1015,Grill Depot,,5111 Baymeadows Rd,,15,(904) 733-1410,33622,8:00,1:00,N,
1016,Popeye's Chicken & Biscuits,http://www.popeyes.com,5581 Soutel Dr,,16,(904) 764-2228,33623,8:00,2:00,N,
1017,Jenkins Quality Barbeque,http://www.jenkinsqualitybarbecue.com,5945 New Kings Rd,,17,(904) 765-8515,33624,8:00,3:00,N,
1018,SUBWAY,http://www.subway.com,4750 Soutel Dr Ste 9,,18,(904) 379-3347,33625,8:00,4:00,N,
1019,Mary's Hamburger,,3333 Beach Blvd # 1,,19,(904) 551-2048,33626,8:00,5:00,N,
1020,SUBWAY,http://www.subway.com,4129 Sportsman Club Rd,,20,(904) 783-1866,33627,8:00,6:00,N,
1021,Hanabi Sushi & Bar,http://www.hanabijacksonville.com,11380 Beach Blvd,,21,(904) 562-5333,33628,8:00,7:00,N,
1022,McDonalds,http://www.mcdonalds.com,3143 Emerson St,,22,(904) 396-4477,33629,8:00,8:00,N,
1023,Domino's Pizza,http://www.dominos.com,8029 Ramona Blvd W # 1,,23,(904) 781-1101,33630,8:00,9:00,N,
1024,D Mor Inc,,6546 Normandy Blvd,,24,(904) 781-4688,33631,8:00,10:00,N,
1025,Lets Nosh LLC,http://www.letsnosh.com,9850 San Jose Blvd Ste 1,,25,(904) 683-8346,33632,8:00,11:00,N,
1026,American Horbar,,5672 Channel View Dr,,26,(904) 757-3865,33633,8:00,12:00,N,
1027,Papa John's Pizza,http://www.papajohns.com,4275 Southside Blvd # 3,,27,(904) 620-7272,33634,8:00,13:00,N,
1028,Kangaroo Express,http://www.thepantry.com,4525 Sunbeam Rd,,28,(904) 733-6229,33635,8:00,14:00,N,
1029,Toots Cafe,,280 US Highway 90 W,,29,(904) 266-9992,33636,8:00,15:00,N,
1030,McDonalds,http://www.mcdonalds.com,10420 Philips Hwy,,30,(904) 268-4047,33637,8:00,16:00,N,
1031,Arno Pizza & Subs,,7185 Crane Ave,,31,(904) 329-3840,33638,8:00,17:00,N,
1032,Firehouse Restaurant Group Inc,http://www.firehousesubs.com,3400 Kori Rd # 8,,32,(904) 886-8300,33639,8:00,18:00,N,
1033,Soho Pizza Co,,923 University Blvd N,,33,(904) 743-8776,33640,8:00,19:00,N,
1034,Sarku Japan,http://www.sarkujapan.com,6147 Casterbridge Rd,,34,(904) 855-0970,33641,8:00,20:00,N,
1035,China Garden,http://www.chinagardenva.com,8101 Old Kings Rd S Ste 5,,35,(904) 739-6685,33642,8:00,21:00,N,
1036,Pizza Italiano,,5150 Normandy Blvd,,36,(904) 695-1293,33643,8:00,22:00,N,
1037,Burger King,http://www.bk.com,4339 Southside Blvd,,37,(904) 620-0312,33644,8:00,23:00,N,
1038,J C's Seafood,,1440 Dunn Ave Ste 22,,38,(904) 696-8872,33645,8:00,0:00,N,
1039,Kangaroo Express,http://www.thepantry.com,5408 N Main St,,39,(904) 765-2611,33646,8:00,1:00,N,
1040,J P Lee,,1402 San Marco Blvd,,40,(904) 619-8776,33647,8:00,2:00,N,
1041,Dairy Queen,http://www.dairyqueen.com,10550 San Jose Blvd,,41,(904) 268-6400,33648,8:00,3:00,N,
1042,Potters House Soul Food Bistro,http://www.potters-house.org,5310 Lenox Ave Ste 1,,42,(904) 394-0860,33649,8:00,4:00,N,
1043,Schlotzsky's Deli,http://www.schlotzskys.com,3469 Docksider Dr N,,43,(904) 262-3749,33650,8:00,5:00,N,
1044,Aroy Thai Fusion,http://www.aroy-thaifusion.com,13475 Atlantic Blvd,,44,(904) 374-0161,33651,8:00,6:00,N,
1045,Fat Boys Wings,,12220 Atlantic Blvd Ste 108,,45,(904) 221-9464,33652,8:00,7:00,N,
1046,Hardee's,http://www.hardees.com,9111 Merrill Rd,,46,(904) 745-1629,33653,8:00,8:00,N,
1047,Papa John's Pizza,http://www.papajohns.com,5921 University Blvd W # 3,,47,(904) 443-7272,33654,8:00,9:00,N,
1048,McDonalds,http://www.mcdonalds.com,4587 Town Center Pkwy,,48,(904) 996-1412,33655,8:00,10:00,N,
1049,Mike's Pizza & Cafe,http://www.mikes-pizza.net,9119 Merrill Rd Ste 17,,49,(904) 743-7918,33656,8:00,11:00,N,
1050,Kangaroo Express,http://www.thepantry.com,10550 San Jose Blvd,,50,(904) 268-6400,33657,8:00,12:00,N,
1051,Ann's Sandwich Shop,,1803 E Duval St,,51,(904) 358-6429,33658,8:00,13:00,N,
1052,Captain D's Seafood,http://www.captainds.com,1313 Dunn Ave,,52,(904) 751-0800,33659,8:00,14:00,N,
1053,AM Asian Restaurant,,968 Saint Johns Bluff Rd N,,53,(904) 645-0973,33660,8:00,15:00,N,
1054,McDonalds,http://www.mcdonalds.com,7359 103rd St,,54,(904) 778-8400,33661,8:00,16:00,N,
1055,SUBWAY,http://www.subway.com,620 Chaffee Rd S,,55,(904) 378-1892,33662,8:00,17:00,N,
1056,Casa Maria Mexican Restaurant,http://www.casamariajax.com,14965 Old Saint Augustine Rd,,56,(904) 619-0106,33663,8:00,18:00,N,
1057,Iseral Chili,,5620 Collins Rd,,57,(904) 375-9323,33664,8:00,19:00,N,
1058,Treasure Bay,,5237 Normandy Blvd,,58,(904) 783-9338,33665,8:00,20:00,N,
1059,SUBWAY,http://www.subway.com,5555 Roosevelt Blvd,,59,(904) 384-1284,33666,8:00,21:00,N,
1060,Feer Inc,,2829 Sans Pareil St,,60,(904) 997-1222,33667,8:00,22:00,N,
1061,Gingo Sushi,,3620 Saint Johns Ave,,61,(904) 388-5688,33668,8:00,23:00,N,
1062,Southgate Deli,,4717 Manchester Rd,,62,(904) 399-0111,33669,8:00,0:00,N,
1063,Beltram Restaurant Equipment,,637 Tree Swallow Ct,,63,(904) 751-1540,33670,8:00,1:00,N,
1064,McDonalds,http://www.mcdonalds.com,5320 Norwood Ave,,64,(904) 768-4000,33671,8:00,2:00,N,
1065,Hardee's,http://www.hardees.com,909 Arlington Rd N,,65,(904) 725-2722,33672,8:00,3:00,N,
1066,Pizza Blitz,,8101 Old Kings Rd S Ste 6,,66,(904) 256-4646,33673,8:00,4:00,N,
1067,Jazzy Sweets,,1003 Edgewood Ave N,,67,(904) 384-9186,33674,8:00,5:00,N,
1068,Poppa's Crab Shack,http://www.crabshack.com,1809 W 45th St,,68,(904) 924-8141,33675,8:00,6:00,N,
1069,Family Steak & Seafood Inc,,10431 Rolling Brook Ct,,69,(904) 363-0041,33676,8:00,7:00,N,
1070,Cabalen Eatery Inc,,2292 Mayport Rd,,70,(904) 372-4099,33677,8:00,8:00,N,
1071,Leandro Canaj Svc,,11633 Collins Creek Dr,,71,(904) 730-3830,33678,8:00,9:00,N,
1072,Pilot Travel Ctr,http://www.pilotflyingj.com,1050 US Highway 301 S,,72,(904) 266-4238,33679,8:00,10:00,N,
1073,Travel Centers of America,http://www.tatravelcenters.com,1650 County Road 210 W,,73,(904) 829-3946,33680,8:00,11:00,N,
1074,Layla San Marco,http://www.laylasatsanmarco.com,2016 Hendricks Ave,,74,(904) 398-4610,33681,8:00,12:00,N,
1075,Gator Apple,,10418 New Berlin Rd Unit 209,,75,(904) 379-7103,33682,8:00,13:00,N,
1076,Lake Shore Dry Storage,http://www.lakeshoredrystorage.com,3326 Lake Shore Blvd Ste 5,,76,(904) 384-6447,33683,8:00,14:00,N,
1077,Alphadog Grill,,2782 Park St,,77,(904) 374-8715,33684,8:00,15:00,N,
1078,Wendy's,http://www.wendys.com,5133 Norwood Ave,,78,(904) 768-3757,33685,8:00,16:00,N,
1079,Sonic Drive-In,http://www.sonicdrivein.com,1500 Fruit Cove Rd N,,79,(904) 230-1716,33686,8:00,17:00,N,
1080,Holley's Bar BQ,,3604 Moncrief Rd,,80,(904) 768-5698,33687,8:00,18:00,N,
1081,Stan's Sandwich Shop,,946 Lane Ave N,,81,(904) 781-5794,33688,8:00,19:00,N,
1082,Salty's Steak & Seafood Rstrnt,,1965 Lane Ave S,,82,(904) 781-3052,33689,8:00,20:00,N,
1083,Blimpie Subs & Salads,http://www.blimpie.com,9651 Argyle Forest Blvd,,83,(904) 317-4981,33690,8:00,21:00,N,
1084,Chopstix,http://www.chopstix.com,12400 Yellow Bluff Rd Ste 110,,84,(904) 751-2311,33691,8:00,22:00,N,
1085,Domino's Pizza,http://www.dominos.com,8450 ARGYLE FOREST BLVD # 8,,85,(904) 779-7755,33692,8:00,23:00,N,
1086,Victoria's Cafe,,214 N Hogan St # 217,,86,(904) 353-6023,33693,8:00,0:00,N,
1087,Papa John's Pizza,http://www.papajohns.com,2750 Race Track Rd,,87,(904) 230-0085,33694,8:00,1:00,N,
1088,Buca Di Beppo,http://www.bucadibeppo.com,10334 Southside Blvd,,88,(904) 363-9098,33695,8:00,2:00,N,
1089,New China Restaurant,,5110 Normandy Blvd,,89,(904) 783-4147,33696,8:00,3:00,N,
1090,57th Avenue Cafe,,5577 Avenue B,,90,(904) 294-0330,33697,8:00,4:00,N,
1091,Kangaroo Express,http://www.thepantry.com,2511 New Berlin Rd,,91,(904) 751-2851,33698,8:00,5:00,N,
1092,Okinawa Japanese Grill House,http://www.okinawajax.com,4403 Roosevelt Blvd Ste 105,,92,(904) 388-8708,33699,8:00,6:00,N,
1093,Best Seafood Place,http://www.bestseafoodplace.net,2304 Edgewood Ave N,,93,(904) 683-2350,33700,8:00,7:00,N,
1094,SUBWAY,http://www.subway.com,9115 Merrill Rd,,94,(904) 744-5604,33701,8:00,8:00,N,
1095,IHOP Restaurant,http://www.ihop.com,7940 103rd St,,95,(904) 771-7776,33702,8:00,9:00,N,
1096,Larry's Giant Subs,http://www.larryssubs.com,3928 Baymeadows Rd # 9,,96,(904) 737-7740,33703,8:00,10:00,N,
1097,Jose's Cafe,,330 E Bay St,,97,(904) 356-0040,33704,8:00,11:00,N,
1098,Captain D's Seafood,http://www.captainds.com,904 Edgewood Ave N,,98,(904) 388-6824,33705,8:00,12:00,N,
1099,Bassil's,,5751 N Main St Ste 202,,99,(904) 356-8666,33706,8:00,13:00,N,
1100,Chipotle Mexican Grill,http://www.chipotle.com,4865 Town Center Pkwy,,100,(904) 997-0481,33707,8:00,14:00,N,
1101,Uncle Gene's Soul & Seafood Cf,http://www.unclegenes.samsbiz.com,5123 Timuquana Rd,,101,(904) 317-5111,33708,8:00,15:00,N,
1102,Roma's Italian Rstrnt & Pzzr,http://www.romasitalian.com,14965 Old Saint Augustine Rd Unit 101,,102,(904) 880-2000,33709,8:00,16:00,N,
1103,Deerwood Deli & Diner,http://www.deerwooddiner.com,9934 Old Baymeadows Rd,,103,(904) 641-4877,33710,8:00,17:00,N,
1104,Godfather's Pizza,http://www.godfathers.com,5642 Bowden Rd,,104,(904) 448-2700,33711,8:00,18:00,N,
1105,Hartfield Restaurant,,6802 Commonwealth Ave,,105,(904) 781-6000,33712,8:00,19:00,N,
1106,Grill Depot,http://www.thepantry.com,14376 Beach Blvd,,106,(904) 223-3898,33713,8:00,20:00,N,
1107,Little Joe's Cafe By Akel's,,245 Riverside Ave Ste 195,,107,(904) 791-3336,33714,8:00,21:00,N,
1108,Domino's Pizza,http://www.dominos.com,10031 San Jose Blvd,,108,(904) 268-5069,33715,8:00,22:00,N,
1109,Sticky Fingers Rib House,,8129 Point Meadows Way,,109,(904) 493-7427,33716,8:00,23:00,N,
1110,Papa John's Pizza,http://www.papajohns.com,6230 103rd St,,110,(904) 778-7272,33717,8:00,0:00,N,
1111,SUBWAY Corp Office,,8110 Cypress Plaza Dr,,111,(904) 223-9630,33718,8:00,1:00,N,
1112,Wendy's,http://www.wendys.com,4842 Post St,,112,(904) 388-8321,33719,8:00,2:00,N,
1113,N & L Inc,,4121 Dillon St,,113,(904) 389-0046,33720,8:00,3:00,N,
1114,Larry's Giant Subs,http://www.larryssubs.com,11018 Old Saint Augustine Rd Ste 123,,114,(904) 262-7879,33721,8:00,4:00,N,
1115,Arlington Marina,,5137 Arlington Rd,,115,(904) 743-2628,33722,8:00,5:00,N,
1116,Orangetree Hot Dogs,http://www.orangetreehotdogs.com,13500 Beach Blvd Ste 3,,116,(904) 223-5300,33723,8:00,6:00,N,
1117,Steamers Cafe,,11925 Beach Blvd,,117,(904) 683-4290,33724,8:00,7:00,N,
1118,Steak 'n Shake,http://www.steaknshake.com,9431 Philips Hwy,,118,(904) 519-9913,33725,8:00,8:00,N,
1119,Wendy's,http://www.wendys.com,1616 University Blvd S,,119,(904) 725-7996,33726,8:00,9:00,N,
1120,Bobs Crab House,,9943 Old Lem Turner Rd,,120,(904) 766-5200,33727,8:00,10:00,N,
1121,Wendy's,http://www.wendys.com,12135 Lem Turner Rd,,121,(904) 768-5965,33728,8:00,11:00,N,
1122,Pizza Hut,http://www.pizzahut.com,6140 Merrill Rd,,122,(904) 743-7400,33729,8:00,12:00,N,
1123,Sakai,,12220 Atlantic Blvd Ste 111,,123,(904) 221-8889,33730,8:00,13:00,N,
1124,Popeye's Chicken & Biscuits,http://www.popeyes.com,7507 Atlantic Blvd,,124,(904) 721-1036,33731,8:00,14:00,N,
1125,Pizza Hut,http://www.pizzahut.com,11233 Beach Blvd Ste 20,,125,(904) 641-7444,33732,8:00,15:00,N,
1126,SUBWAY,http://www.subway.com,3604 MAY PORT RD,,126,(904) 241-2967,33733,8:00,16:00,N,
1127,Original Pancake House,http://www.originalpancakehouse.com,10208 Buckhead Branch Dr,,127,(904) 997-6088,33734,8:00,17:00,N,
1128,SUBWAY,http://www.subway.com,1020 Edgewood Ave N Ste 21,,128,(904) 781-4473,33735,8:00,18:00,N,
1129,Hop Shing,,5751 N Main St Ste 135,,129,(904) 355-0605,33736,8:00,19:00,N,
1130,Quiznos,http://www.quiznos.com,2025 Riverside Ave Ste 201,,130,(904) 389-1696,33737,8:00,20:00,N,
1131,Hana Yori Japanese Restaurant,,12226 Beach Blvd Ste 3,,131,(904) 374-9442,33738,8:00,21:00,N,
1132,Wendy's,http://www.wendys.com,711 Edgewood Ave N,,132,(904) 388-6829,33739,8:00,22:00,N,
1133,Motor City Grill,,751 Stockton St,,133,(904) 384-3232,33740,8:00,23:00,N,
1134,Julington Creek Marina,http://www.marinaatjulingtoncreek.com,12807 San Jose Blvd,,134,(904) 268-5117,33741,8:00,0:00,N,
1135,Island Cafe,http://www.islandcafejax.com,9501 Arlington Expy Ste 650,,135,(904) 855-0049,33742,8:00,1:00,N,
1136,China Wok,,6855 Wilson Blvd Ste 5,,136,(904) 908-6011,33743,8:00,2:00,N,
1137,Dewey's BBQ,,1733 E 21st St,,137,(904) 356-5040,33744,8:00,3:00,N,
1138,Chopstick Charley's,,4424 Phillips Hwy,,138,(904) 731-1528,33745,8:00,4:00,N,
1139,Godfather's Pizza,http://www.godfathers.com,8079 Ramona Blvd W,,139,(904) 695-9553,33746,8:00,5:00,N,
1140,Steak 'n Shake,http://www.steaknshake.com,9560 Regency Square Blvd N,,140,(904) 725-5175,33747,8:00,6:00,N,
1141,Thai Palace Restaurant,http://www.thaipalacefood.com,9965 San Jose Blvd Ste 35,,141,(904) 880-5363,33748,8:00,7:00,N,
1142,Bluefish,http://www.bluefishjax.com,3551 Saint Johns Ave,,142,(904) 387-0700,33749,8:00,8:00,N,
1143,S J Avenues Food,,10300 Southside Blvd,,143,(904) 363-1393,33750,8:00,9:00,N,
1144,SUBWAY,http://www.subway.com,6620 Southpoint Dr S Ste 190,,144,(904) 296-4771,33751,8:00,10:00,N,
1145,Happy Wok,,7900 103rd St Ste 28,,145,(904) 772-7778,33752,8:00,11:00,N,
1146,Lee's Famous Recipe Chicken,http://www.leesfamousrecipe.com,11616 San Jose Blvd,,146,(904) 260-5006,33753,8:00,12:00,N,
1147,Eagle's Bar & Cafe,,5230 Baymeadows Rd,,147,(904) 900-3321,33754,8:00,13:00,N,
1148,SUBWAY,http://www.subway.com,10910 BAY MEADOWS RD,,148,(904) 363-9940,33755,8:00,14:00,N,
1149,Taco Bell,http://www.tacobell.com,7331 103rd St,,149,(904) 777-3626,33756,8:00,15:00,N,
1150,McDonalds,http://www.mcdonalds.com,1441 HUTCHINSON PARK DR,,150,(904) 727-7844,33757,8:00,16:00,N,
1151,Wingdepot Express,http://www.wingdepotjax.com,2009 University Blvd N,,151,(904) 744-5959,33758,8:00,17:00,N,
1152,Papa John's Pizza,http://www.papajohns.com,1680 Dunn Ave Ste 43,,152,(904) 696-7272,33759,8:00,18:00,N,
1153,Ashley's Place,,8299 W Beaver St Ste 6,,153,(904) 695-2133,33760,8:00,19:00,N,
1154,Kelly's Place,,1352 Kings Rd,,154,(904) 475-0974,33761,8:00,20:00,N,
1155,KFC,http://www.kfc.com,8761 Baymeadows Rd,,155,(904) 737-9724,33762,8:00,21:00,N,
1156,McDonalds,http://www.mcdonalds.com,5911 New Kings Rd,,156,(904) 714-1204,33763,8:00,22:00,N,
1157,Twisted Island,,6426 Bowden Rd,,157,(904) 240-0793,33764,8:00,23:00,N,
1158,Kangaroo Express,http://www.thepantry.com,4152 Old Middleburg Rd N,,158,(904) 772-1722,33765,8:00,0:00,N,
1159,Pizza Hut,http://www.pizzahut.com,8221 Southside Blvd Ste 18,,159,(904) 646-5544,33766,8:00,1:00,N,
1160,Aunt M,http://www.thepantry.com,5001 Heckscher Dr,,160,(904) 751-6294,33767,8:00,2:00,N,
1161,Turtle D's,,220 E Bay St Ste 109,,161,(904) 353-4542,33768,8:00,3:00,N,
1162,Wendy's,http://www.wendys.com,4160 Losco Rd,,162,(904) 292-0967,33769,8:00,4:00,N,
1163,Larry's Giant Subs,http://www.larryssubs.com,979 Hyannis Port Dr,,163,(904) 743-5664,33770,8:00,5:00,N,
1164,Lubi Too Inc,,2944 University Blvd W,,164,(904) 732-9730,33771,8:00,6:00,N,
1165,Eddie's Cafe & Restaurant,,5621 Timuquana Rd,,165,(904) 777-3242,33772,8:00,7:00,N,
1166,Icon Restaurant & Lounge,,8595 Beach Blvd,,166,(904) 551-2481,33773,8:00,8:00,N,
1167,Takeria Mix Inc,,6680 Powers Ave Ste 108,,167,(904) 338-9157,33774,8:00,9:00,N,
1168,Waters Kitchen,,5353 Firestone Rd,,168,(904) 654-2160,33775,8:00,10:00,N,
1169,China Wok,http://www.azchinawok.com,7749 Normandy Blvd Ste 109,,169,(904) 783-1388,33776,8:00,11:00,N,
1170,Sonic Drive-In,http://www.sonicdrivein.com,9572 Regency Square Blvd N,,170,(904) 721-7119,33777,8:00,12:00,N,
1171,SUBWAY,http://www.subway.com,2000 Hendricks Ave Ste 3,,171,(904) 396-0092,33778,8:00,13:00,N,
1172,Seafood Betty's Chicken & MS,,450 Stockton St,,172,(904) 388-3342,33779,8:00,14:00,N,
1173,Yara Restaurant,,3150 Spring Park Rd,,173,(904) 398-9070,33780,8:00,15:00,N,
1174,Knucle Sandwiches,,948 Cesery Blvd,,174,(904) 743-6900,33781,8:00,16:00,N,
1175,Doni's Restaurant & Bakery,,5751 Beney Rd,,175,(904) 730-0053,33782,8:00,17:00,N,
1176,SUBWAY,http://www.subway.com,9965 San Jose Blvd Ste 46,,176,(904) 880-9996,33783,8:00,18:00,N,
1177,SUBWAY,http://www.subway.com,140 W Monroe St Ste 100,,177,(904) 354-3316,33784,8:00,19:00,N,
1178,Kangaroo Express,http://www.thepantry.com,4856 Park St,,178,(904) 384-4273,33785,8:00,20:00,N,
1179,Little Caesars Pizza,http://www.littlecaesars.com,8614 Baymeadows Rd,,179,(904) 737-1414,33786,8:00,21:00,N,
1180,Gibbs New York Style Subs,,2909 Saint Johns Ave Apt 23B,,180,(904) 527-8358,33787,8:00,22:00,N,
1181,Tuptim Thai Restaurant,,9866-8 BAY MEADOWS RD,,181,(904) 329-4999,33788,8:00,23:00,N,
1182,Bono's Pit Bar-B-Q,http://www.takeouttonight.com,9820 San Jose Blvd,,182,(904) 268-2666,33789,8:00,0:00,N,
1183,Firehouse Subs,http://www.firehousesubs.com,1014 Margaret St Ste 5,,183,(904) 791-9787,33790,8:00,1:00,N,
1184,Marble Slab Creamery,http://www.marbleslab.com,10281 Midtown Pkwy Ste 197,,184,(904) 642-6666,33791,8:00,2:00,N,
1185,Ying's Chinese Takee Outee,,6682 103rd St,,185,(904) 573-6665,33792,8:00,3:00,N,
1186,Papa John's Pizza,http://www.papajohns.com,5230 Baymeadows Rd Ste 2,,186,(904) 731-7272,33793,8:00,4:00,N,
1187,Aunt M,http://www.thepantry.com,1001 Lane Ave N,,187,(904) 783-1469,33794,8:00,5:00,N,
1188,Pizza Hut,http://www.pizzahut.com,10950 San Jose Blvd Ste 12,,188,(904) 292-2220,33795,8:00,6:00,N,
1189,Akels Deli,http://www.akelsdeli.com,12926 Gran Bay Pkwy W,,189,(904) 880-2008,33796,8:00,7:00,N,
1190,Cake Designs By Lynnett D,,531 Ivy St,,190,(904) 924-8586,33797,8:00,8:00,N,
1191,Hayashi Sushi Restaurant,,4820 Deer Lake Dr W Ste 1,,191,(904) 997-8778,33798,8:00,9:00,N,
1192,Stan's Sandwich,,4213 Phillips Hwy,,192,(904) 737-9492,33799,8:00,10:00,N,
1193,Fish Hook,,937 Arlington Rd N,,193,(904) 253-3040,33800,8:00,11:00,N,
1194,KFC,http://www.kfc.com,8033 Normandy Blvd,,194,(904) 693-0459,33801,8:00,12:00,N,
1195,China One,,3000 Moncrief Rd Ste 12,,195,(904) 355-3777,33802,8:00,13:00,N,
1196,Little Caesars Pizza,http://www.littlecaesars.com,5975 Wilson Blvd Ste 11,,196,(904) 317-9766,33803,8:00,14:00,N,
1197,SUBWAY,http://www.subway.com,4225 Roosevelt Blvd,,197,(904) 387-3080,33804,8:00,15:00,N,
1198,McDonalds,http://www.mcdonalds.com,5801 Beach Blvd,,198,(904) 396-0136,33805,8:00,16:00,N,
1199,McDonalds,http://www.mcdonalds.com,6830 Normandy Blvd,,199,(904) 783-3692,33806,8:00,17:00,N,
1200,Jax Foods,,1909 N Main St,,200,(904) 354-7062,33807,8:00,18:00,N,
1201,Thirtsy Iguana Restaurant,,7605 Beach Blvd,,201,(904) 647-7947,33808,8:00,19:00,N,
1202,Sushi & Fast Food,,7120 Hogan Rd,,202,(904) 738-8086,33809,8:00,20:00,N,
1203,Applebee's Neighborhood Grill,http://www.applebees.com,8635 Blanding Blvd Ste 201,,203,(904) 771-1300,33810,8:00,21:00,N,
1204,Sam Sandwich Shop & Grocery,,6004 Wilson Blvd,,204,(904) 573-5929,33811,8:00,22:00,N,
1205,Mary Ann's Golden Fried Chckn,,1807 W 45th St,,205,(904) 768-3141,33812,8:00,23:00,N,
1206,J Alexander's Restaurants,http://www.jalexanders.com,10296 Bistro St,,206,(904) 996-7147,33813,8:00,0:00,N,
1207,SUBWAY,http://www.subway.com,4991 Gate Pkwy,,207,(904) 641-7827,33814,8:00,1:00,N,
1208,Qui Sushi Rock Inn,,1950 San Marco Blvd Ste 1,,208,(904) 399-3305,33815,8:00,2:00,N,
1209,McDonalds,http://www.mcdonalds.com,3552 Blanding Blvd,,209,(904) 771-0130,33816,8:00,3:00,N,
1210,Gators Deli & Sandwiches,,1367 Cassat Ave,,210,(904) 387-6866,33817,8:00,4:00,N,
1211,KFC,http://www.kfc.com,7276 103rd St,,211,(904) 772-9449,33818,8:00,5:00,N,
1212,All Friends Cafe Inc,,4130 Salisbury Rd Ste 1000,,212,(904) 281-1109,33819,8:00,6:00,N,
1213,Aunt M,http://www.thepantry.com,11325 W Beaver St,,213,(904) 783-1225,33820,8:00,7:00,N,
1214,Panera Bread,http://www.panerabread.com,4495 Roosevelt Blvd # 3,,214,(904) 387-1651,33821,8:00,8:00,N,
1215,Jimmy John's,http://www.jimmyjohns.com,11702 Beach Blvd,,215,(904) 642-8288,33822,8:00,9:00,N,
1216,Jacks Sandwich Shop,,9303 Lem Turner Rd,,216,(904) 765-3776,33823,8:00,10:00,N,
1217,Dunbar's,,786 Bunker Hill Blvd,,217,(904) 766-3838,33824,8:00,11:00,N,
1218,J J Crabhouse,,1963 Kings Rd,,218,(904) 446-9480,33825,8:00,12:00,N,
1219,Bite,,9822 Tapestry Park Cir,,219,(904) 329-1273,33826,8:00,13:00,N,
1220,Famous Jamician Jerk Seafood,,7945 103rd St,,220,(904) 551-6414,33827,8:00,14:00,N,
1221,Paxon Sandwich Shop,,1523 Melson Ave,,221,(904) 781-0267,33828,8:00,15:00,N,
1222,High Tide Burito Co,,1614 Dunsford Rd,,222,(904) 683-7396,33829,8:00,16:00,N,
1223,Lunch Box,,5065 Saint Augustine Rd Ste 5,,223,(904) 737-8163,33830,8:00,17:00,N,
1224,Domino's Pizza,http://www.dominos.com,12200 San Jose Blvd Ste 22,,224,(904) 260-0030,33831,8:00,18:00,N,
1225,Five Guys Burgers & Fries,http://www.fiveguys.com,10061 San Jose Blvd,,225,(904) 493-5414,33832,8:00,19:00,N,
1226,Xtreme Wings,,12220 Atlantic Blvd,,226,(904) 220-9464,33833,8:00,20:00,N,
1227,Debbie's Doghouse,http://www.debbiesdoghouse.social-circle.com,RAMONA AVE&LENOX AVE,,227,(904) 568-1657,33834,8:00,21:00,N,
1228,Chinese Restaurant Silver Star,,5016 Blanding Blvd,,228,(904) 778-8501,33835,8:00,22:00,N,
1229,Cedar Creek Fish Camp Inc,,2044 Lake Shore Blvd,,229,(904) 237-8642,33836,8:00,23:00,N,
1230,Up the Creek Grill,,9734 Crosshill Blvd,,230,(904) 908-4250,33837,8:00,0:00,N,
1231,Domino's Pizza,http://www.dominos.com,418 Starratt Rd # 2,,231,(904) 757-0303,33838,8:00,1:00,N,
1232,Panera Bread,http://www.panerabread.com,9301 Atlantic Blvd Ste 143,,232,(904) 722-2725,33839,8:00,2:00,N,
1233,Morton's the Steakhouse,http://www.mortons.com,1510 Riverplace Blvd,,233,(904) 399-3933,33840,8:00,3:00,N,
1234,Krystal,http://www.krystal.com,9840 San Jose Blvd,,234,(904) 292-4825,33841,8:00,4:00,N,
1235,Grill Depot,http://www.thepantry.com,10401 Normandy Blvd,,235,(904) 786-7656,33842,8:00,5:00,N,
1236,SUBWAY,http://www.subway.com,1821 Parental Home Rd Ste 1,,236,(904) 727-7182,33843,8:00,6:00,N,
1237,Firehouse Subs,http://www.firehousesubs.com,1855 Cassat Ave Ste 4,,237,(904) 695-1055,33844,8:00,7:00,N,
1238,McDonalds,http://www.mcdonalds.com,4291 Southside Blvd,,238,(904) 645-9200,33845,8:00,8:00,N,
1239,Taco Bell,http://www.tacobell.com,9359 Atlantic Blvd,,239,(904) 724-5246,33846,8:00,9:00,N,
1240,Cafe Nola At MOCA,http://www.mocajacksonville.org,333 N Laura St,,240,(904) 224-0113,33847,8:00,10:00,N,
1241,McDonalds,http://www.mcdonalds.com,7116 Bonneval Rd,,241,(904) 296-0244,33848,8:00,11:00,N,
