reviewid,UserID,RID,Content,ReveiwDate,Upvote,downvote
329,329,150,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jun-09,129,59
330,330,97,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jun-10,130,60
331,331,324,"As fancy and elegant as everything was, he made us feel comfortable.",13-Dec-12,131,61
332,332,23,"As fancy and elegant as everything was, he made us feel comfortable.",15-Nov-11,132,62
333,333,119,"As fancy and elegant as everything was, he made us feel comfortable.",10-Dec-11,133,63
334,334,50,"As fancy and elegant as everything was, he made us feel comfortable.",22-Feb-10,134,64
335,335,280,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-09,135,65
336,336,338,"As fancy and elegant as everything was, he made us feel comfortable.",26-Feb-12,136,66
337,337,85,"As fancy and elegant as everything was, he made us feel comfortable.",22-Nov-12,137,67
338,338,22,"As fancy and elegant as everything was, he made us feel comfortable.",22-Mar-10,138,68
339,339,68,"As fancy and elegant as everything was, he made us feel comfortable.",2-Mar-11,139,69
340,340,302,"As fancy and elegant as everything was, he made us feel comfortable.",3-Mar-08,140,70
341,341,327,"As fancy and elegant as everything was, he made us feel comfortable.",15-Feb-13,141,71
342,342,282,"As fancy and elegant as everything was, he made us feel comfortable.",10-Sep-11,142,72
343,343,289,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jan-08,143,73
344,344,109,"As fancy and elegant as everything was, he made us feel comfortable.",16-Feb-09,144,74
345,345,240,"As fancy and elegant as everything was, he made us feel comfortable.",25-Sep-11,145,75
346,346,348,"As fancy and elegant as everything was, he made us feel comfortable.",21-Mar-09,146,76
347,347,207,"As fancy and elegant as everything was, he made us feel comfortable.",26-Dec-09,147,77
348,348,299,"As fancy and elegant as everything was, he made us feel comfortable.",13-Nov-09,148,78
349,349,342,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jun-12,149,79
350,350,248,"As fancy and elegant as everything was, he made us feel comfortable.",19-Sep-11,150,30
351,351,351,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jan-12,151,31
352,352,227,"As fancy and elegant as everything was, he made us feel comfortable.",9-Mar-11,152,32
353,353,278,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jun-12,153,33
354,354,60,"As fancy and elegant as everything was, he made us feel comfortable.",18-May-11,154,34
355,355,159,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-09,155,35
356,356,358,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jul-10,156,36
357,357,81,"As fancy and elegant as everything was, he made us feel comfortable.",26-Nov-08,157,37
358,358,10,"As fancy and elegant as everything was, he made us feel comfortable.",4-Mar-13,158,38
359,359,130,"As fancy and elegant as everything was, he made us feel comfortable.",28-Feb-10,159,39
360,360,47,"As fancy and elegant as everything was, he made us feel comfortable.",6-May-08,160,40
361,361,293,"As fancy and elegant as everything was, he made us feel comfortable.",7-Mar-12,161,41
362,362,248,"As fancy and elegant as everything was, he made us feel comfortable.",15-Mar-12,162,42
363,363,336,"As fancy and elegant as everything was, he made us feel comfortable.",16-Apr-07,163,43
364,364,341,"As fancy and elegant as everything was, he made us feel comfortable.",1-Oct-11,164,44
365,365,271,"As fancy and elegant as everything was, he made us feel comfortable.",7-Mar-11,165,45
366,366,301,"As fancy and elegant as everything was, he made us feel comfortable.",12-Nov-09,166,46
367,367,31,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jul-10,167,47
368,368,348,"As fancy and elegant as everything was, he made us feel comfortable.",9-Sep-10,168,48
369,369,4,"As fancy and elegant as everything was, he made us feel comfortable.",21-Mar-12,169,49
370,370,99,"As fancy and elegant as everything was, he made us feel comfortable.",10-Aug-12,170,50
371,371,29,"As fancy and elegant as everything was, he made us feel comfortable.",11-Nov-09,171,51
372,372,42,"As fancy and elegant as everything was, he made us feel comfortable.",8-Dec-07,172,52
373,373,274,"As fancy and elegant as everything was, he made us feel comfortable.",21-Jul-08,173,53
374,374,156,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jul-08,174,54
375,375,312,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jun-08,175,55
376,376,285,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jan-12,176,56
377,377,2,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jul-08,177,57
378,378,326,"As fancy and elegant as everything was, he made us feel comfortable.",3-Oct-12,178,58
379,379,346,"As fancy and elegant as everything was, he made us feel comfortable.",6-Mar-13,179,59
380,380,274,"As fancy and elegant as everything was, he made us feel comfortable.",6-Mar-09,180,60
381,381,159,"As fancy and elegant as everything was, he made us feel comfortable.",18-May-07,181,61
382,382,298,"As fancy and elegant as everything was, he made us feel comfortable.",3-Aug-10,182,62
383,383,339,"As fancy and elegant as everything was, he made us feel comfortable.",12-Aug-09,183,63
384,384,270,"As fancy and elegant as everything was, he made us feel comfortable.",3-Feb-08,184,64
385,385,229,"As fancy and elegant as everything was, he made us feel comfortable.",11-May-12,185,65
386,386,251,"As fancy and elegant as everything was, he made us feel comfortable.",18-Aug-11,186,66
387,387,312,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jun-09,187,67
388,388,143,"As fancy and elegant as everything was, he made us feel comfortable.",14-May-07,188,68
389,389,172,"As fancy and elegant as everything was, he made us feel comfortable.",3-Nov-10,189,69
390,390,164,"As fancy and elegant as everything was, he made us feel comfortable.",22-Oct-07,190,70
391,391,334,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jan-12,191,71
392,392,111,"As fancy and elegant as everything was, he made us feel comfortable.",19-Nov-11,192,72
393,393,223,"As fancy and elegant as everything was, he made us feel comfortable.",31-Oct-10,193,73
394,394,367,"As fancy and elegant as everything was, he made us feel comfortable.",28-Jun-10,194,74
395,395,257,"As fancy and elegant as everything was, he made us feel comfortable.",8-Mar-12,195,75
396,396,178,"As fancy and elegant as everything was, he made us feel comfortable.",15-Mar-08,196,76
397,397,322,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-09,197,77
398,398,11,"As fancy and elegant as everything was, he made us feel comfortable.",5-Jun-09,198,78
399,399,346,"As fancy and elegant as everything was, he made us feel comfortable.",19-Mar-09,199,79
400,400,128,"As fancy and elegant as everything was, he made us feel comfortable.",11-Feb-12,100,30
401,401,244,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-12,101,31
402,402,370,"As fancy and elegant as everything was, he made us feel comfortable.",3-Feb-09,102,32
403,403,63,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jun-09,103,33
404,404,62,"As fancy and elegant as everything was, he made us feel comfortable.",29-Oct-09,104,34
405,405,162,"As fancy and elegant as everything was, he made us feel comfortable.",5-Jul-10,105,35
406,406,215,"As fancy and elegant as everything was, he made us feel comfortable.",6-Apr-07,106,36
407,407,261,"As fancy and elegant as everything was, he made us feel comfortable.",20-Feb-10,107,37
408,408,292,"As fancy and elegant as everything was, he made us feel comfortable.",24-Nov-08,108,38
409,409,177,"As fancy and elegant as everything was, he made us feel comfortable.",23-Oct-12,109,39
410,410,6,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jan-09,110,40
411,411,11,"As fancy and elegant as everything was, he made us feel comfortable.",7-Mar-08,111,41
412,412,274,"As fancy and elegant as everything was, he made us feel comfortable.",7-Mar-10,112,42
413,413,20,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jun-12,113,43
414,414,350,"As fancy and elegant as everything was, he made us feel comfortable.",27-Apr-10,114,44
415,415,212,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jan-11,115,45
416,416,236,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jan-13,116,46
417,417,149,"As fancy and elegant as everything was, he made us feel comfortable.",7-Jun-12,117,47
418,418,332,"As fancy and elegant as everything was, he made us feel comfortable.",9-May-10,118,48
419,419,376,"As fancy and elegant as everything was, he made us feel comfortable.",30-May-09,119,49
420,420,251,"As fancy and elegant as everything was, he made us feel comfortable.",26-Feb-13,120,50
421,421,357,"As fancy and elegant as everything was, he made us feel comfortable.",9-Apr-12,121,51
422,422,107,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jul-10,122,52
423,423,201,"As fancy and elegant as everything was, he made us feel comfortable.",2-Feb-11,123,53
424,424,159,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jan-08,124,54
425,425,321,"As fancy and elegant as everything was, he made us feel comfortable.",17-Oct-10,125,55
426,426,80,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jan-09,126,56
427,427,278,"As fancy and elegant as everything was, he made us feel comfortable.",21-Feb-08,127,57
428,428,6,"As fancy and elegant as everything was, he made us feel comfortable.",4-Dec-10,128,58
429,429,340,"As fancy and elegant as everything was, he made us feel comfortable.",11-Jun-12,129,59
430,430,40,"As fancy and elegant as everything was, he made us feel comfortable.",22-Nov-11,130,60
431,431,120,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jun-11,131,61
432,432,316,"As fancy and elegant as everything was, he made us feel comfortable.",31-May-09,132,62
433,433,345,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jan-11,133,63
434,434,244,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jul-12,134,64
435,435,326,"As fancy and elegant as everything was, he made us feel comfortable.",25-Apr-11,135,65
436,436,79,"As fancy and elegant as everything was, he made us feel comfortable.",22-May-12,136,66
437,437,182,"As fancy and elegant as everything was, he made us feel comfortable.",14-May-11,137,67
438,438,172,"As fancy and elegant as everything was, he made us feel comfortable.",1-Feb-12,138,68
439,439,293,"As fancy and elegant as everything was, he made us feel comfortable.",7-Feb-11,139,69
440,440,306,"As fancy and elegant as everything was, he made us feel comfortable.",28-May-08,140,70
441,441,256,"As fancy and elegant as everything was, he made us feel comfortable.",27-Feb-10,141,71
442,442,248,"As fancy and elegant as everything was, he made us feel comfortable.",29-Nov-11,142,72
443,443,338,"As fancy and elegant as everything was, he made us feel comfortable.",25-May-11,143,73
444,444,53,"As fancy and elegant as everything was, he made us feel comfortable.",19-Aug-08,144,74
445,445,52,"As fancy and elegant as everything was, he made us feel comfortable.",22-Feb-10,145,75
446,446,346,"As fancy and elegant as everything was, he made us feel comfortable.",19-Jul-07,146,76
447,447,347,"As fancy and elegant as everything was, he made us feel comfortable.",19-Sep-08,147,77
448,448,149,"As fancy and elegant as everything was, he made us feel comfortable.",19-Feb-08,148,78
449,449,353,"As fancy and elegant as everything was, he made us feel comfortable.",10-Mar-11,149,79
450,450,3,"As fancy and elegant as everything was, he made us feel comfortable.",18-May-08,150,30
451,451,185,"As fancy and elegant as everything was, he made us feel comfortable.",13-May-07,151,31
452,452,228,"As fancy and elegant as everything was, he made us feel comfortable.",19-Feb-11,152,32
453,453,346,"As fancy and elegant as everything was, he made us feel comfortable.",11-Feb-12,153,33
454,454,84,"As fancy and elegant as everything was, he made us feel comfortable.",22-Oct-12,154,34
455,455,304,"As fancy and elegant as everything was, he made us feel comfortable.",24-Sep-10,155,35
456,456,292,"As fancy and elegant as everything was, he made us feel comfortable.",9-Sep-09,156,36
457,457,59,"As fancy and elegant as everything was, he made us feel comfortable.",16-Mar-09,157,37
458,458,112,"As fancy and elegant as everything was, he made us feel comfortable.",18-Oct-12,158,38
459,459,284,"As fancy and elegant as everything was, he made us feel comfortable.",4-May-10,159,39
460,460,21,"As fancy and elegant as everything was, he made us feel comfortable.",26-Oct-07,160,40
461,461,101,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-13,161,41
462,462,256,"As fancy and elegant as everything was, he made us feel comfortable.",9-Mar-11,162,42
463,463,333,"As fancy and elegant as everything was, he made us feel comfortable.",23-May-11,163,43
464,464,200,"As fancy and elegant as everything was, he made us feel comfortable.",26-Feb-09,164,44
465,465,148,"As fancy and elegant as everything was, he made us feel comfortable.",31-Dec-07,165,45
466,466,132,"As fancy and elegant as everything was, he made us feel comfortable.",30-Mar-12,166,46
467,467,176,"As fancy and elegant as everything was, he made us feel comfortable.",3-Mar-11,167,47
468,468,222,"As fancy and elegant as everything was, he made us feel comfortable.",17-Oct-07,168,48
469,469,126,"As fancy and elegant as everything was, he made us feel comfortable.",20-May-11,169,49
470,470,181,"As fancy and elegant as everything was, he made us feel comfortable.",6-Feb-12,170,50
471,471,28,"As fancy and elegant as everything was, he made us feel comfortable.",4-Feb-13,171,51
472,472,352,"As fancy and elegant as everything was, he made us feel comfortable.",5-Sep-08,172,52
473,473,210,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jan-11,173,53
474,474,24,"As fancy and elegant as everything was, he made us feel comfortable.",1-Sep-12,174,54
475,475,286,"As fancy and elegant as everything was, he made us feel comfortable.",24-Jan-13,175,55
476,476,292,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-10,176,56
477,477,336,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jan-09,177,57
478,478,353,"As fancy and elegant as everything was, he made us feel comfortable.",3-Nov-08,178,58
479,479,257,"As fancy and elegant as everything was, he made us feel comfortable.",10-Sep-12,179,59
480,480,103,"As fancy and elegant as everything was, he made us feel comfortable.",20-Dec-08,180,60
481,481,286,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jun-11,181,61
482,482,64,"As fancy and elegant as everything was, he made us feel comfortable.",6-Sep-11,182,62
483,483,307,"As fancy and elegant as everything was, he made us feel comfortable.",19-May-08,183,63
484,484,44,"As fancy and elegant as everything was, he made us feel comfortable.",27-Jun-08,184,64
485,485,249,"As fancy and elegant as everything was, he made us feel comfortable.",13-Feb-11,185,65
486,486,241,"As fancy and elegant as everything was, he made us feel comfortable.",5-Aug-11,186,66
487,487,316,"As fancy and elegant as everything was, he made us feel comfortable.",4-Oct-10,187,67
488,488,51,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-09,188,68
489,489,164,"As fancy and elegant as everything was, he made us feel comfortable.",27-Mar-10,189,69
490,490,47,"As fancy and elegant as everything was, he made us feel comfortable.",21-Aug-07,190,70
491,491,123,"As fancy and elegant as everything was, he made us feel comfortable.",26-Dec-11,191,71
492,492,373,"As fancy and elegant as everything was, he made us feel comfortable.",24-Nov-10,192,72
493,493,297,"As fancy and elegant as everything was, he made us feel comfortable.",12-Mar-12,193,73
494,494,319,"As fancy and elegant as everything was, he made us feel comfortable.",23-Dec-09,194,74
495,495,294,"As fancy and elegant as everything was, he made us feel comfortable.",29-Mar-12,195,75
496,496,283,"As fancy and elegant as everything was, he made us feel comfortable.",6-Oct-07,196,76
497,497,185,"As fancy and elegant as everything was, he made us feel comfortable.",4-May-12,197,77
498,498,281,"As fancy and elegant as everything was, he made us feel comfortable.",4-Apr-09,198,78
499,499,99,"As fancy and elegant as everything was, he made us feel comfortable.",27-Mar-08,199,79
500,500,253,"As fancy and elegant as everything was, he made us feel comfortable.",4-Aug-11,100,30
501,501,112,"As fancy and elegant as everything was, he made us feel comfortable.",25-Feb-11,101,31
502,502,10,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jun-07,102,32
503,503,61,"As fancy and elegant as everything was, he made us feel comfortable.",20-Sep-09,103,33
504,504,373,"As fancy and elegant as everything was, he made us feel comfortable.",9-Apr-09,104,34
505,505,84,"As fancy and elegant as everything was, he made us feel comfortable.",24-Oct-11,105,35
506,506,61,"As fancy and elegant as everything was, he made us feel comfortable.",1-Jan-09,106,36
507,507,198,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jun-09,107,37
508,508,177,"As fancy and elegant as everything was, he made us feel comfortable.",12-Sep-11,108,38
509,509,366,"As fancy and elegant as everything was, he made us feel comfortable.",20-Nov-12,109,39
510,510,112,"As fancy and elegant as everything was, he made us feel comfortable.",1-Aug-08,110,40
511,511,230,"As fancy and elegant as everything was, he made us feel comfortable.",4-Oct-07,111,41
512,512,208,"As fancy and elegant as everything was, he made us feel comfortable.",3-May-08,112,42
513,513,102,"As fancy and elegant as everything was, he made us feel comfortable.",8-Sep-10,113,43
514,514,110,"As fancy and elegant as everything was, he made us feel comfortable.",4-Nov-07,114,44
515,515,142,"As fancy and elegant as everything was, he made us feel comfortable.",28-Sep-12,115,45
516,516,311,"As fancy and elegant as everything was, he made us feel comfortable.",20-Jul-11,116,46
517,517,199,"As fancy and elegant as everything was, he made us feel comfortable.",4-Sep-12,117,47
518,518,155,"As fancy and elegant as everything was, he made us feel comfortable.",29-Mar-09,118,48
519,519,85,"As fancy and elegant as everything was, he made us feel comfortable.",1-Apr-07,119,49
520,520,289,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jan-09,120,50
521,521,76,"As fancy and elegant as everything was, he made us feel comfortable.",17-Feb-13,121,51
522,522,334,"As fancy and elegant as everything was, he made us feel comfortable.",7-Dec-09,122,52
523,523,188,"As fancy and elegant as everything was, he made us feel comfortable.",24-Aug-07,123,53
524,524,192,"As fancy and elegant as everything was, he made us feel comfortable.",10-Feb-09,124,54
525,525,36,"As fancy and elegant as everything was, he made us feel comfortable.",27-May-07,125,55
526,526,254,"As fancy and elegant as everything was, he made us feel comfortable.",14-Dec-11,126,56
527,527,331,"As fancy and elegant as everything was, he made us feel comfortable.",5-Feb-11,127,57
528,528,180,"As fancy and elegant as everything was, he made us feel comfortable.",27-May-08,128,58
529,529,105,"As fancy and elegant as everything was, he made us feel comfortable.",16-May-08,129,59
530,530,65,"As fancy and elegant as everything was, he made us feel comfortable.",2-Apr-11,130,60
531,531,192,"As fancy and elegant as everything was, he made us feel comfortable.",11-Feb-13,131,61
532,532,341,"As fancy and elegant as everything was, he made us feel comfortable.",28-Dec-11,132,62
533,533,134,"As fancy and elegant as everything was, he made us feel comfortable.",27-Apr-10,133,63
534,534,255,"As fancy and elegant as everything was, he made us feel comfortable.",3-Dec-12,134,64
535,535,143,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jul-08,135,65
536,536,96,"As fancy and elegant as everything was, he made us feel comfortable.",19-Oct-09,136,66
537,537,293,"As fancy and elegant as everything was, he made us feel comfortable.",30-Aug-09,137,67
538,538,244,"As fancy and elegant as everything was, he made us feel comfortable.",14-Jul-07,138,68
539,539,175,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jan-11,139,69
540,540,276,"As fancy and elegant as everything was, he made us feel comfortable.",17-Nov-12,140,70
541,541,364,"As fancy and elegant as everything was, he made us feel comfortable.",22-Mar-08,141,71
542,542,203,"As fancy and elegant as everything was, he made us feel comfortable.",18-Apr-09,142,72
543,543,59,"As fancy and elegant as everything was, he made us feel comfortable.",16-Dec-10,143,73
544,544,291,"As fancy and elegant as everything was, he made us feel comfortable.",30-Jun-08,144,74
545,545,119,"As fancy and elegant as everything was, he made us feel comfortable.",28-Mar-09,145,75
546,546,4,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jun-09,146,76
547,547,212,"As fancy and elegant as everything was, he made us feel comfortable.",26-Nov-11,147,77
548,548,212,"As fancy and elegant as everything was, he made us feel comfortable.",25-Jan-08,148,78
549,549,290,"As fancy and elegant as everything was, he made us feel comfortable.",8-Jan-08,149,79
550,550,76,"As fancy and elegant as everything was, he made us feel comfortable.",29-Jun-12,150,30
551,551,365,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jan-11,151,31
552,552,374,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-12,152,32
553,553,274,"As fancy and elegant as everything was, he made us feel comfortable.",11-Sep-07,153,33
554,554,140,"As fancy and elegant as everything was, he made us feel comfortable.",2-May-08,154,34
555,555,110,"As fancy and elegant as everything was, he made us feel comfortable.",11-Nov-12,155,35
556,556,260,"As fancy and elegant as everything was, he made us feel comfortable.",15-Feb-12,156,36
557,557,317,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jun-10,157,37
558,558,82,"As fancy and elegant as everything was, he made us feel comfortable.",2-Aug-08,158,38
559,559,75,"As fancy and elegant as everything was, he made us feel comfortable.",31-May-11,159,39
560,560,128,"As fancy and elegant as everything was, he made us feel comfortable.",3-Dec-12,160,40
561,561,367,"As fancy and elegant as everything was, he made us feel comfortable.",29-Dec-10,161,41
562,562,28,"As fancy and elegant as everything was, he made us feel comfortable.",29-Dec-09,162,42
563,563,238,"As fancy and elegant as everything was, he made us feel comfortable.",15-Mar-12,163,43
564,564,238,"As fancy and elegant as everything was, he made us feel comfortable.",7-Dec-12,164,44
565,565,55,"As fancy and elegant as everything was, he made us feel comfortable.",22-Mar-10,165,45
566,566,29,"As fancy and elegant as everything was, he made us feel comfortable.",9-Aug-09,166,46
567,567,341,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jul-08,167,47
568,568,231,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-07,168,48
569,569,125,"As fancy and elegant as everything was, he made us feel comfortable.",9-Aug-07,169,49
570,570,295,"As fancy and elegant as everything was, he made us feel comfortable.",22-Jul-11,170,50
571,571,314,"As fancy and elegant as everything was, he made us feel comfortable.",28-Feb-11,171,51
572,572,106,"As fancy and elegant as everything was, he made us feel comfortable.",9-Jul-10,172,52
573,573,206,"As fancy and elegant as everything was, he made us feel comfortable.",4-Aug-08,173,53
574,574,226,"As fancy and elegant as everything was, he made us feel comfortable.",9-Nov-09,174,54
575,575,134,"As fancy and elegant as everything was, he made us feel comfortable.",13-Jan-13,175,55
576,576,151,"As fancy and elegant as everything was, he made us feel comfortable.",28-May-10,176,56
577,577,86,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-12,177,57
578,578,87,"As fancy and elegant as everything was, he made us feel comfortable.",10-May-10,178,58
579,579,56,"As fancy and elegant as everything was, he made us feel comfortable.",18-Oct-09,179,59
580,580,369,"As fancy and elegant as everything was, he made us feel comfortable.",13-Apr-09,180,60
581,581,314,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jul-07,181,61
582,582,31,"As fancy and elegant as everything was, he made us feel comfortable.",15-May-09,182,62
583,583,356,"As fancy and elegant as everything was, he made us feel comfortable.",10-Oct-11,183,63
584,584,246,"As fancy and elegant as everything was, he made us feel comfortable.",14-Nov-11,184,64
585,585,1,"As fancy and elegant as everything was, he made us feel comfortable.",29-Jun-12,185,65
586,586,165,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jul-09,186,66
587,587,209,"As fancy and elegant as everything was, he made us feel comfortable.",4-Jun-09,187,67
588,588,47,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jun-09,188,68
589,589,59,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jul-12,189,69
590,590,327,"As fancy and elegant as everything was, he made us feel comfortable.",8-Jun-12,190,70
591,591,96,"As fancy and elegant as everything was, he made us feel comfortable.",17-Mar-11,191,71
592,592,369,"As fancy and elegant as everything was, he made us feel comfortable.",10-Oct-11,192,72
593,593,127,"As fancy and elegant as everything was, he made us feel comfortable.",18-Jan-12,193,73
594,594,376,"As fancy and elegant as everything was, he made us feel comfortable.",14-May-10,194,74
595,595,305,"As fancy and elegant as everything was, he made us feel comfortable.",2-Oct-08,195,75
596,596,148,"As fancy and elegant as everything was, he made us feel comfortable.",20-Nov-08,196,76
597,597,360,"As fancy and elegant as everything was, he made us feel comfortable.",22-Oct-07,197,77
598,598,88,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jan-11,198,78
599,599,371,"As fancy and elegant as everything was, he made us feel comfortable.",15-Oct-08,199,79
600,600,294,"As fancy and elegant as everything was, he made us feel comfortable.",18-Nov-11,100,30
601,601,303,"As fancy and elegant as everything was, he made us feel comfortable.",10-Feb-13,101,31
602,602,202,"As fancy and elegant as everything was, he made us feel comfortable.",29-Nov-12,102,32
603,603,286,"As fancy and elegant as everything was, he made us feel comfortable.",25-Feb-11,103,33
604,604,137,"As fancy and elegant as everything was, he made us feel comfortable.",19-May-09,104,34
605,605,119,"As fancy and elegant as everything was, he made us feel comfortable.",15-Feb-09,105,35
606,606,301,"As fancy and elegant as everything was, he made us feel comfortable.",22-May-11,106,36
607,607,263,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jul-11,107,37
608,608,39,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jul-08,108,38
609,609,88,"As fancy and elegant as everything was, he made us feel comfortable.",3-Jul-09,109,39
610,610,333,"As fancy and elegant as everything was, he made us feel comfortable.",2-Jun-08,110,40
611,611,337,"As fancy and elegant as everything was, he made us feel comfortable.",26-Apr-08,111,41
612,612,300,"As fancy and elegant as everything was, he made us feel comfortable.",26-Jun-09,112,42
613,613,188,"As fancy and elegant as everything was, he made us feel comfortable.",17-Mar-13,113,43
614,614,317,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jan-11,114,44
615,615,78,"As fancy and elegant as everything was, he made us feel comfortable.",13-Aug-12,115,45
616,616,344,"As fancy and elegant as everything was, he made us feel comfortable.",4-Feb-08,116,46
617,617,3,"As fancy and elegant as everything was, he made us feel comfortable.",10-Jul-09,117,47
618,618,39,"As fancy and elegant as everything was, he made us feel comfortable.",26-Apr-08,118,48
619,619,241,"As fancy and elegant as everything was, he made us feel comfortable.",19-Dec-12,119,49
620,620,62,"As fancy and elegant as everything was, he made us feel comfortable.",14-Apr-09,120,50
621,621,5,"As fancy and elegant as everything was, he made us feel comfortable.",26-Nov-12,121,51
622,622,5,"As fancy and elegant as everything was, he made us feel comfortable.",12-May-10,122,52
623,623,317,"As fancy and elegant as everything was, he made us feel comfortable.",17-Jul-09,123,53
624,624,84,"As fancy and elegant as everything was, he made us feel comfortable.",27-Mar-10,124,54
625,625,207,"As fancy and elegant as everything was, he made us feel comfortable.",27-May-08,125,55
626,626,1,"As fancy and elegant as everything was, he made us feel comfortable.",24-Oct-08,126,56
627,627,229,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jun-10,127,57
628,628,264,"As fancy and elegant as everything was, he made us feel comfortable.",20-Jan-13,128,58
629,629,159,"As fancy and elegant as everything was, he made us feel comfortable.",19-Feb-08,129,59
630,630,348,"As fancy and elegant as everything was, he made us feel comfortable.",16-Jan-10,130,60
631,631,17,"As fancy and elegant as everything was, he made us feel comfortable.",11-Sep-07,131,61
632,632,166,"As fancy and elegant as everything was, he made us feel comfortable.",15-Apr-09,132,62
633,633,46,"As fancy and elegant as everything was, he made us feel comfortable.",25-May-12,133,63
634,634,360,"As fancy and elegant as everything was, he made us feel comfortable.",11-Oct-09,134,64
635,635,372,"As fancy and elegant as everything was, he made us feel comfortable.",30-Oct-12,135,65
636,636,255,"As fancy and elegant as everything was, he made us feel comfortable.",11-Oct-11,136,66
637,637,173,"As fancy and elegant as everything was, he made us feel comfortable.",23-Aug-09,137,67
638,638,332,"As fancy and elegant as everything was, he made us feel comfortable.",6-Jul-07,138,68
639,639,284,"As fancy and elegant as everything was, he made us feel comfortable.",2-Mar-09,139,69
640,640,204,"As fancy and elegant as everything was, he made us feel comfortable.",27-Dec-10,140,70
641,641,223,"As fancy and elegant as everything was, he made us feel comfortable.",26-Dec-12,141,71
642,642,292,"As fancy and elegant as everything was, he made us feel comfortable.",15-Dec-09,142,72
643,643,32,"As fancy and elegant as everything was, he made us feel comfortable.",11-Nov-11,143,73
644,644,16,"As fancy and elegant as everything was, he made us feel comfortable.",29-Aug-09,144,74
645,645,340,"As fancy and elegant as everything was, he made us feel comfortable.",5-Jul-12,145,75
646,646,98,"As fancy and elegant as everything was, he made us feel comfortable.",28-Oct-12,146,76
647,647,365,"As fancy and elegant as everything was, he made us feel comfortable.",21-Dec-12,147,77
648,648,378,"As fancy and elegant as everything was, he made us feel comfortable.",5-May-09,148,78
649,649,214,"As fancy and elegant as everything was, he made us feel comfortable.",20-Sep-07,149,79
650,650,277,"As fancy and elegant as everything was, he made us feel comfortable.",27-Sep-09,150,30
651,651,140,"As fancy and elegant as everything was, he made us feel comfortable.",8-Mar-13,151,31
652,652,347,"As fancy and elegant as everything was, he made us feel comfortable.",21-Apr-11,152,32
653,653,317,"As fancy and elegant as everything was, he made us feel comfortable.",13-Aug-10,153,33
654,654,317,"As fancy and elegant as everything was, he made us feel comfortable.",24-Sep-08,154,34
